sec_chebotarev_class_mertens_products.tex:259	proposition	prop:class-product-internal-k-certificate	Fixed-label formula for the displayed product constant
sec_chebotarev_class_mertens_products.tex:319	proposition	prop:three-logarithm-product-interface	Three logarithmic objects at the product constant
sec_chebotarev_class_mertens_products.tex:428	proposition	prop:main-iii-product-constant-factorisation	Product-constant factorisation for Main Theorem~III
sec_chebotarev_class_mertens_products.tex:546	theorem	thm:class-euler-product-mertens	Main Theorem III: Adams-corrected Frobenius-class Euler-product constants
sec_chebotarev_class_mertens_products.tex:722	proposition	prop:main-iii-dependency-map	Dependency map for Main Theorem~III
sec_chebotarev_class_mertens_products.tex:784	proposition	prop:main-iii-fixed-label-coordinate-factorisation	Closed fixed-label coordinate equivalence
sec_chebotarev_class_mertens_products.tex:897	corollary	cor:class-euler-product-determinant-evaluation	Branch-compatible finite-determinant evaluation of the product constants
sec_chebotarev_class_mertens_products.tex:954	proposition	prop:classical-layer-adams-corrected-constant-separation	Adams-corrected constant formula and replacement obstruction
sec_chebotarev_class_mertens_rigidity_core.tex:10	theorem	thm:class-product-determinant-rigidity	Finite determinant-coordinate rigidity for Adams-corrected constants
sec_chebotarev_class_mertens_rigidity_core.tex:205	corollary	cor:class-product-hyperplane-stability	Branch-compatible hyperplane classification and fixed-coordinate stability
sec_chebotarev_class_mertens_rigidity_core.tex:310	corollary	cor:assembled-adams-frobenius-product-formula	Assembled finite-determinant product formula and truncation
sec_chebotarev_class_mertens_rigidity_consequences.tex:10	proposition	prop:class-product-fixed-coordinate-equivalence	Fixed-coordinate equivalence after scalar normalisation
sec_chebotarev_class_mertens_rigidity_consequences.tex:62	theorem	thm:class-product-minimal-obstruction-skeleton	Fixed-coordinate support lemma for Main Theorem III
sec_chebotarev_class_mertens_rigidity_consequences.tex:240	corollary	cor:class-product-artin-obstruction-recovery	Artin substitution after scalar normalisation
sec_chebotarev_class_mertens_rigidity_consequences.tex:314	proposition	prop:finite-data-main-chain-closure	Finite determinant closure of the main constants
sec_chebotarev_class_mertens_rigidity_consequences.tex:416	proposition	prop:assembled-recovery-dependency-order	Ordered finite recovery for the three main theorem outputs
sec_chebotarev_class_mertens_rigidity_consequences.tex:503	proposition	prop:class-product-comparison	Adams correction to Frobenius-class Mertens products
sec_chebotarev_class_mertens_rigidity_consequences.tex:776	theorem	thm:class-product-novelty-boundary	Classical exponent and Adams-coordinate separation
sec_chebotarev_class_mertens_rigidity_consequences.tex:873	corollary	cor:class-product-classical-layer-uniqueness	Classical-layer uniqueness of the Adams coordinate
sec_chebotarev_class_mertens_rigidity_consequences.tex:930	proposition	prop:theorem-by-theorem-comparison-calibration	Comparison with existing symbolic-dynamical results
sec_chebotarev_class_mertens_equivalence.tex:8	lemma	lem:class-product-constant-equivalence	Compatibility of class Euler-product constants
sec_chebotarev_class_mertens_equivalence.tex:162	lemma	lem:class-product-hermitian-normalisation	Hermitian normalisation of the class-product constant
sec_chebotarev_class_mertens_equivalence.tex:226	lemma	lem:class-product-positive-real-branch	Positive real branch for the character formula
sec_chebotarev_class_mertens_equivalence.tex:285	lemma	lem:class-product-sign-normalisation-conventions	Sign and normalisation conventions for \texorpdfstring{$K_C$}{KC}
sec_chebotarev_class_mertens_determinants.tex:26	lemma	lem:fixed-label-singular-triple-deletion	Singular-triple deletion and branch convention
sec_chebotarev_class_mertens_determinants.tex:102	proposition	prop:fixed-label-determinant-perron	Branch-sensitive determinant formula for fixed-label Perron values
sec_chebotarev_class_mertens_determinants.tex:201	corollary	cor:main-iii-convention-compatibility	Convention compatibility for Main Theorem III
sec_chebotarev_class_mertens_determinants.tex:242	proposition	prop:fixed-label-perron-finite-algorithm	Finite determinant enclosure for fixed-label Perron constants
sec_chebotarev_class_mertens_determinants.tex:450	proposition	prop:fixed-label-branch-tail-record	Finite branch--tail verification for Main Theorem III
sec_chebotarev_class_mertens_determinants.tex:562	corollary	cor:main-iii-branch-tail-certificate-soundness	Finite branch--tail verification of the product vector
sec_chebotarev_class_mertens_determinants.tex:627	corollary	cor:class-product-constant-rigidity	Rigidity of the Adams-corrected class-product constants
sec_chebotarev_class_mertens_determinants.tex:753	proposition	prop:main-chain-secondary-noninterference	Perron-boundary stability
sec_chebotarev_class_mertens_determinants.tex:852	remark	rem:class-mertens-comparison	Classical leading terms
sec_chebotarev_class_mertens_obstruction.tex:9	theorem	thm:adams-obstruction-class-product	Adams obstruction criterion for class-product constants
sec_chebotarev_class_mertens_obstruction.tex:93	theorem	thm:main-iii-certificate-chain	Branch-compatible determinant readout for Main Theorem III
sec_chebotarev_class_mertens_obstruction.tex:279	corollary	cor:adams-obstruction-bound	Downstream product-constant Adams obstruction norm
sec_chebotarev_class_mertens_obstruction.tex:395	remark		Obstruction refinements
sec_chebotarev_class_mertens_obstruction.tex:449	lemma	lem:fixed-label-perron-determinant-evaluation	Perron-boundary determinant evaluation
sec_chebotarev_class_mertens_obstruction.tex:521	proposition	prop:class-mertens-deviations	Main Theorem II bridge: class-constant deviations, inverse readout, and Perron-point determinant evaluation
sec_chebotarev_class_mertens_obstruction.tex:616	remark	rem:twisted-spectral-gap-role	On the twisted spectral-gap hypothesis
sec_chebotarev_readout.tex:13	theorem	thm:class-mertens-fourier	Main Theorem II(c): class-constant Fourier recovery
sec_chebotarev_readout.tex:120	remark	rem:recovery-analogy-orthogonality-step	recovery analogy stops at the orthogonality step
sec_eta_gap.tex:16	theorem	thm:eta-gap-rigidity	Line-field rigidity at the Perron boundary
sec_eta_gap.tex:198	corollary	cor:eta-gap-boundary-classifier	Finite-state criterion for the strict twisted gap
sec_eta_gap.tex:239	corollary	cor:eta-gap-character-classification	Loop-character criterion for boundary channels
sec_eta_gap.tex:301	proposition	prop:eta-gap-loop-subgroup-obstruction	Loop-subgroup obstruction to Perron-boundary channels
sec_eta_gap.tex:348	corollary	cor:eta-gap-perfect-group	Perfect loop groups force the eta gap
sec_eta_gap.tex:374	proposition	prop:eta-gap-finite-state-certificate	Finite-state certificate for the Perron-point hypothesis
sec_eta_gap.tex:481	proposition	prop:eta-gap-perron-separation	Perron-point separation argument for Main Theorems II--III
sec_eta_gap.tex:567	corollary	cor:eta-gap-only-boundary-export	Line fields are the only Perron-boundary obstruction
sec_eta_gap.tex:604	corollary	cor:eta-gap-boundary-interface	Perron-point availability for the main constants
sec_eta_gap.tex:671	remark	rem:eta-gap-criteria-scope	Strict-gap criteria boundary
sec_shadows_quotient_boundary.tex:22	definition	def:normalised-primitive-class-profile	Normalised primitive class profile
sec_shadows_quotient_boundary.tex:44	theorem	thm:scalar-normalisation-projection-boundary	Finite-state projection boundary for scalar inputs
sec_shadows_quotient_boundary.tex:215	corollary	cor:fixed-matrix-record-no-descent	No scalar cyclic-lift descent without a constant class profile
sec_shadows_quotient_boundary.tex:268	theorem	thm:quotient-functoriality	Structural consequence: quotient functoriality
sec_shadows_quotient_boundary.tex:380	corollary	cor:abelian-cyclic-shadow	Abelianisation pullback, not cyclic sampling
sec_shadows_quotient_boundary.tex:466	proposition	prop:canonical-cyclic-lift-root-layer	Canonical cyclic-lift boundary for root-of-unity layers
sec_shadows_quotient_boundary.tex:514	lemma	lem:cyclic-quotient-versus-root-layer	Inherited cyclic quotients are not root-of-unity samples
sec_shadows_abelian_and_cyclic.tex:8	theorem	thm:abelian-shadow-defect	Structural consequence: abelian shadow and genuine non-abelian defect
sec_shadows_abelian_and_cyclic.tex:96	lemma	lem:cyclic-quotients-one-dimensional-characters	Cyclic quotients and one-dimensional characters
sec_shadows_abelian_and_cyclic.tex:142	theorem	thm:cyclic-detection-boundary	Structural consequence: exact boundary of cyclic detection
sec_shadows_abelian_and_cyclic.tex:193	proposition	prop:c3-class-indicator-check	Class indicator for \(C_3\)
sec_shadows_abelian_and_cyclic.tex:230	remark	rem:minimal-conjugation-error-detector	Minimal conjugation-error detector
sec_shadows_s3_certificates.tex:28	lemma	lem:s3-main-text-certificate-summary	Rational windows for the \(S_3\) obstruction
sec_shadows_s3_certificates.tex:83	theorem	thm:s3-certified-nonabelian-defect	Certified \(S_3\) fixed-label product obstruction
sec_shadows_s3_certificates.tex:194	proposition	prop:s3-two-coordinate-product-obstruction-vector	Two-coordinate closure of the verified \(S_3\) product obstruction
sec_shadows_s3_certificates.tex:276	corollary	cor:s3-product-constant-obstruction-finite-state	Product-constant obstruction is already finite-state
sec_finite_part.tex:24	lemma	lem:finite-part-primitive-closed-form	Classical scalar normalisation at the Perron pole
sec_finite_part.tex:133	proposition	prop:finite-part-residue-reduced-determinant	Classical reduced determinant identity
sec_finite_part.tex:158	corollary	cor:finite-part-mertens-asymptotic	Classical scalar orbit-Mertens asymptotic
sec_finite_part.tex:228	theorem	thm:finite-part-scalar-interface-no-descent	Scalar normalisation and no descent
sec_finite_part.tex:313	remark	rem:fixed-matrix-scalar-interface-only	Fixed-matrix scalar comparison data and the trivial channel
sec_finite_part.tex:343	corollary	cor:scalar-record-rank-zero-bound	Scalar comparison is constant on class-profile differences
sec_appendices_s3_model.tex:16	proposition	prop:quadratic-adams-obstruction	Quadratic Adams obstruction
sec_appendices_s3_model.tex:115	proposition	prop:s3-example-channels	Twisted channels for the \(S_3\)-example
sec_appendices_s3_model.tex:270	proposition	prop:s3-example-primitive-channels	Primitive channels for the \(S_3\)-example
sec_appendices_s3_model.tex:355	proposition	prop:s3-naive-artin-obstruction	Naive Artin formula obstruction at the Euler-product level
sec_appendices_s3_model.tex:390	lemma	lem:s3-example-perron-certificates	Certified \(S_3\) non-vanishing
sec_appendices_s3_model.tex:417	corollary	cor:s3-example-profile	Primitive profile and deviations for the \(S_3\)-example
sec_appendices_s3_certificates.tex:14	proposition	prop:s3-compact-certificate-protocol	Compact exact-arithmetic check for the \(S_3\) example
sec_appendices_s3_certificates.tex:93	lemma	lem:appendix-s3-sharp-certificates	Exact rational bounds for the \(S_3\)-channels
sec_appendices_s3_certificates.tex:335	lemma	lem:appendix-s3-f-level-certificates	Exact rational bounds for the \(S_3\) product-level fixed-label values
sec_appendices_s3_certificates.tex:546	corollary	cor:s3-displayed-rational-certificate-windows	Displayed rational certificate windows
sec_appendices_s3_certificates.tex:617	proposition	prop:s3-finite-arithmetic-reproducibility	Finite exact-arithmetic reproducibility
sec_appendices_fixed_label_certificates.tex:34	proposition	prop:fixed-label-rational-certificate-record	Local rational enclosure data for fixed labels
sec_appendices_fixed_label_certificates.tex:114	proposition	prop:fixed-label-certificate-normal-form	Finite verification normal form for the fixed-label product evaluation
sec_appendices_fixed_label_certificates.tex:206	proposition	prop:fixed-label-certificate-replay	Deterministic replay of rational certificate records
