file	line	env	title	labels	proof_after	body_start
sec_eta_gap.tex	303	proposition	Loop-subgroup obstruction to Perron-boundary channels	prop:eta-gap-loop-subgroup-obstruction	yes	 \label{prop:eta-gap-loop-subgroup-obstruction} Suppose \(G\) is non-trivial, and fix a vertex \(i_0\). Put \(H:=\Gamma_{i_0}(\tau)\) and \(H':=[H,H]\). If the Perron-boundary obstruction \(\eta=\lambda\) occurs, then there is a non-trivial irreducible representation \(\varrho\in\Irr(G)\) such that \[ (V_\varrho)^{H'} := \{v\in V_\varrho:\varrho(h)v=v\text{ for every }h\in H'\} \] is non-zero. Equivalently, if for some vertex \(i_0\) every non-trivial irreducible representation \(\varrho\) of \(
sec_eta_gap.tex	350	corollary	Perfect loop groups force the eta gap	cor:eta-gap-perfect-group	yes	 \label{cor:eta-gap-perfect-group} Suppose \(G\) is non-trivial. Assume that for some vertex \(i_0\) the loop-label subgroup \(\Gamma_{i_0}(\tau)\) is perfect and that, for every non-trivial irreducible representation \(\varrho\) of \(G\), the restricted representation \(\varrho|_{\Gamma_{i_0}(\tau)}\) has no non-zero fixed vector. Then \(\eta<\lambda\). In particular, if \(\Gamma_{i_0}(\tau)=G\) for some vertex \(i_0\) and \(G\) is perfect, then the strict eta-gap hypothesis required in Main Th
sec_eta_gap.tex	376	proposition	"Finite-state certificate for the Perron-point
  hypothesis"	prop:eta-gap-finite-state-certificate	yes	 \label{prop:eta-gap-finite-state-certificate} Assume \(\lambda>1\). Let \(\widetilde A\) be the skew-product adjacency matrix attached to \(\tau\), and set \[ \chi_{\widetilde A}(t):=\det(tI-\widetilde A). \] The following finite-state conditions are equivalent. \begin{enumerate}[label=\rm(\roman*)] \item The strict twisted spectral gap used in the class-Mertens and Frobenius-class product theorems holds: \[ \eta=\max_{\varrho\neq\mathbf 1}\rho(A_\varrho)<\lambda . \] \item The skew-product cha
sec_eta_gap.tex	482	proposition	Perron-point separation argument for Main Theorems II--III	prop:eta-gap-perron-separation	yes	 \label{prop:eta-gap-perron-separation} Assume \(\lambda>1\). The strict twisted spectral gap \(\eta<\lambda\) is equivalent to each of the following Perron-point analytic conditions. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item For every non-trivial irreducible representation \(\varrho\), the branch \[ \log\det(I-zA_\varrho)^{-1} = \sum_{n\ge1}\frac{\Tr(A_\varrho^n)z^n}{n} \] used in Main Theorem~I extends holomorphically to a neighbourhood of the closed disc \(|z|\le\lambda^{
sec_eta_gap.tex	568	corollary	Line fields are the only Perron-boundary obstruction	cor:eta-gap-only-boundary-export	yes	 \label{cor:eta-gap-only-boundary-export} Under the standing hypotheses with \(\lambda>1\), the results of this section export exactly the following finite-state alternative to the main theorem chain: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item either no non-trivial boundary line field exists, equivalently \(\eta<\lambda\), and the Perron-point hypotheses of \Cref{thm:class-mertens-explicit,thm:class-euler-product-mertens} are verified; \item or a non-trivial boundary line fie
sec_eta_gap.tex	608	corollary	Perron-point availability for the main constants	thm:eta-gap-diagnostic-interface;cor:eta-gap-boundary-interface;cor:eta-gap-diagnostic-interface	yes	 \label{thm:eta-gap-diagnostic-interface} \label{cor:eta-gap-boundary-interface} \label{cor:eta-gap-diagnostic-interface} Assume \(G\) is non-trivial. For the fixed finite edge cocycle of this paper, the eta-gap section exports to Main Theorems~II--III exactly the following boundary interface: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item The finite-state criterion of \Cref{prop:eta-gap-finite-state-certificate} is a deterministic pass/fail test for the fixed cocycle. It succeed
sec_eta_gap.tex	680	proposition	Fixed-cocycle scope of the eta-gap certificate	prop:eta-gap-conditional-scope	yes	 \label{prop:eta-gap-conditional-scope} The eta-gap results in this section give, for the finite edge cocycle fixed in the paper, exactly the following finite equality test and Perron-point gate, and no broader classification of gap-producing cocycles. \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item If the finite-state certificate of \Cref{prop:eta-gap-finite-state-certificate} succeeds, then \(\eta<\lambda\), and the Perron-point evaluations used in Main Theorems~II--III are just
sec_eta_gap.tex	734	remark	Strict-gap criteria boundary	rem:eta-gap-criteria-scope;rem:eta-gap-criteria-split	no	 \label{rem:eta-gap-criteria-scope} \label{rem:eta-gap-criteria-split} The criteria above characterize the boundary \(\eta=\lambda\) by a finite line-field test and provide only the hypothesis check needed for Main Theorems~II--III. The loop-character classifier \Cref{cor:eta-gap-character-classification} and perfect-loop-group consequence \Cref{cor:eta-gap-perfect-group} record the structural consequences of this boundary test that are used in the present paper. We do not attempt here to classi
sec_shadows_s3_certificates.tex	28	lemma	Rational windows for the \(S_3\) obstruction	lem:s3-main-text-certificate-summary	yes	 \label{lem:s3-main-text-certificate-summary} In the verified \(S_3\) full-shift model below, the only numerical inputs imported from the appendices are the following rational windows: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item \(-342/1000<\Pi_\varepsilon(1/2)<-341/1000\) and \(-719/1000<\Pi_\rho(1/2)<-718/1000\), as stated in \eqref{eq:s3-example-certified-intervals} and proved from the exact rational truncation-and-tail bounds \eqref{eq:s3-example-epsilon-certificate-sum}--
sec_shadows_s3_certificates.tex	83	theorem	Certified \(S_3\) fixed-label product obstruction	thm:s3-certified-nonabelian-defect	yes	 \label{thm:s3-certified-nonabelian-defect} Let \[ A= \begin{pmatrix}1&1\\1&1\end{pmatrix}, \qquad \lambda=2, \] and label the four allowed edges of the full two-shift by \[ \tau(0\to0)=(23),\quad \tau(0\to1)=e, \quad \tau(1\to0)=(12),\quad \tau(1\to1)=(123) \] in \(S_3\). Let \(\varepsilon\) be the sign character and \(\rho\) the standard two-dimensional representation. Then: \begin{enumerate}[label=\textup{(\roman*)}] \item The fixed-label Euler transforms at the Perron point satisfy \[ -\frac
sec_shadows_s3_certificates.tex	194	proposition	"Two-coordinate closure of the verified \(S_3\)
  product obstruction"	prop:s3-two-coordinate-product-obstruction-vector;prop:s3-two-coordinate-product-obstruction-spine;eq:s3-product-obstruction-vector	yes	 \label{prop:s3-two-coordinate-product-obstruction-vector} \label{prop:s3-two-coordinate-product-obstruction-spine} In the verified \(S_3\) model of \Cref{thm:s3-certified-nonabelian-defect}, write \(C_e=\{e\}\), let \(C_t\) be the transposition class, and let \(C_3\) be the class of three-cycles. For the positive constants \(K_C\) in \Cref{thm:class-euler-product-mertens}, set \[ H(C):=-\frac{6}{|C|}\log K_C-\bigl(\gamma+\log C(A)\bigr) \qquad(C\in\{C_e,C_t,C_3\}). \] Then the whole non-scalar 
sec_shadows_s3_certificates.tex	274	corollary	Product-constant obstruction is already finite-state	cor:s3-product-constant-obstruction-finite-state	yes	 \label{cor:s3-product-constant-obstruction-finite-state} In the certified \(S_3\) full-shift model of \Cref{thm:s3-certified-nonabelian-defect}, the obstruction to replacing the Adams-corrected constants of Main Theorem~III by periodic Artin logarithms is completely detected by the two finite rational windows for \(F_\varepsilon(1/2)\) and \(F_\rho(1/2)\). In particular, no cyclic quotient recovery can recover the product vector \((K_C)_{C\subset S_3}\): the sign window already forces a non-zer
sec_finite_part.tex	27	lemma	Classical scalar normalisation at the Perron pole	lem:finite-part-primitive-closed-form;eq:finite-part-determinant-mobius;eq:finite-part-primitive-closed;eq:finite-part-gap-series	yes	 \label{lem:finite-part-primitive-closed-form} Let \(A\) be a primitive non-negative matrix with Perron root \(\lambda>1\). Then \begin{equation}\label{eq:finite-part-determinant-mobius} \FP(A) = \log C(A) +\sum_{m\ge 2}\frac{\mu(m)}{m} \log\det(I-\lambda^{-m}A)^{-1}. \end{equation} Equivalently, \begin{equation}\label{eq:finite-part-primitive-closed} \FP(A) = \log C(A) +\sum_{n\ge 1}p_n(A) \bigl(\lambda^{-n}+\log(1-\lambda^{-n})\bigr). \end{equation} Both series converge absolutely. In particul
sec_finite_part.tex	136	proposition	Classical reduced determinant identity	prop:finite-part-residue-reduced-determinant	yes	 \label{prop:finite-part-residue-reduced-determinant} This is the standard Perron-pole reduced-determinant calculation for a finite SFT zeta function; see \cite{BowenLanford1970Zeta,LindMarcus1995,ParryPollicott1990Zeta}. It is included only to fix the notation \(C(A)\) used in the scalar normalisation. Let \(\mu_2,\dots,\mu_d\) be the non-Perron eigenvalues of \(A\). Then \[ C(A) =\prod_{j=2}^d\left(1-\frac{\mu_j}{\lambda}\right)^{-1} =\det\nolimits'(I-A/\lambda)^{-1}. \] 
sec_finite_part.tex	161	corollary	Classical scalar orbit-Mertens asymptotic	cor:finite-part-mertens-asymptotic	yes	 \label{cor:finite-part-mertens-asymptotic} \leavevmode\par\noindent This is the scalar symbolic-dynamics Mertens statement in the normalisation used below; compare the classical orbit-Mertens literature \cite{Sharp1991Mertens,ParryPollicott1990Zeta}. Let \(A\) be a primitive non-negative matrix with Perron root \(\lambda>1\). Then \[ \sum_{n\le N}\frac{p_n(A)}{\lambda^n} =\log N+\mathcal M(A)+o(1) \qquad (N\to\infty), \] where \(\mathcal M(A)=\gamma+\FP(A)\). 
sec_finite_part.tex	226	theorem	Scalar normalisation and no descent	thm:finite-part-scalar-interface-no-descent;eq:finite-part-scalar-interface-splitting	yes	 \label{thm:finite-part-scalar-interface-no-descent} Fix a primitive non-negative matrix \(A\) with Perron root \(\lambda>1\), a finite group \(G\), and a non-empty family \(\mathscr T\subset\mathcal T_{\mathrm{gap}}(A,G)\) of cocycles satisfying the twisted spectral gap; here \(\mathcal T_{\mathrm{gap}}(A,G)\) is the set of cocycles \(E_A\to G\) with \(\eta(\tau)<\lambda\). For \(\tau\in\mathscr T\), let \[ \mathcal M^\#_{A,\tau;G}(C):=\frac{|G|}{|C|}\mathcal M_C(A,\tau;G) \] and let \(\mathcal
sec_finite_part.tex	311	corollary	"Only the trivial channel descends from fixed-matrix
  scalar data"	cor:fixed-matrix-scalar-interface-only	yes	 \label{cor:fixed-matrix-scalar-interface-only} In the setting of \Cref{thm:finite-part-scalar-interface-no-descent}, the projection of the normalised class-Mertens profile onto the constant class functions is exactly \(\mathcal M(A)\mathbf1_G\). Hence any scalar finite-part formula or canonical cyclic-lift reconstruction that depends only on \(A\) can enter the finite-group theorem chain only through the trivial-channel normalisation \(\mathcal M(A)\). It cannot determine the non-trivial class 
sec_finite_part.tex	346	corollary	Rank-zero scalar obstruction for class profiles	cor:scalar-record-rank-zero-bound	yes	 \label{cor:scalar-record-rank-zero-bound} Keep the notation and hypotheses of \Cref{thm:finite-part-scalar-interface-no-descent}. Let \(\mathscr T\subset\mathcal T_{\mathrm{gap}}(A,G)\) be non-empty, and let \[ \mathcal Z(\mathscr T) := \operatorname{span}_{\mathbb{R}} \{\mathcal B_{A,\tau;G}-\mathcal B_{A,\tau';G}: \tau,\tau'\in\mathscr T\} \] be the real zero-mean class-function space actually swept out by the non-trivial primitive profiles in the family. Then the scalar finite part \(\FP(A)\
sec_appendices_s3_model.tex	16	proposition	Quadratic Adams obstruction	prop:quadratic-adams-obstruction	yes	 \label{prop:quadratic-adams-obstruction} Let \(\chi\) be a non-trivial quadratic character of \(G\). Then, for \(|z|<\lambda^{-1}\), \[ \Pi_\chi(z) = \sum_{\substack{m\ge 1\\ m\ \mathrm{odd}}} \frac{\mu(m)}{m}\,\mathcal L_\chi(z^m) + \sum_{\substack{m\ge 1\\ m\ \mathrm{even}}} \frac{\mu(m)}{m}\,\mathcal L_{\mathbf 1}(z^m). \] In particular, if \(\mathcal L_\chi\equiv0\), then \[ \Pi_\chi(z) = -\frac{1}{2} \sum_{\substack{r\ge 1\\ r\ \mathrm{odd}}} \frac{\mu(r)}{r}\, \mathcal L_{\mathbf 1}(z^{2r
