sec_chebotarev_class_mertens_determinants.tex:201	corollary	cor:main-iii-convention-compatibility	Convention compatibility for Main Theorem III
sec_chebotarev_class_mertens_determinants.tex:242	proposition	prop:fixed-label-perron-finite-algorithm,eq:fixed-label-algorithm-adams-coefficients	Finite determinant enclosure for fixed-label Perron constants
sec_chebotarev_class_mertens_determinants.tex:450	proposition	prop:fixed-label-branch-tail-record,prop:main-iii-boundary-determinant-convention,prop:fixed-label-certificate-compression,prop:fixed-label-product-rational-enclosures	Finite branch--tail verification for Main Theorem III
sec_chebotarev_class_mertens_determinants.tex:562	corollary	cor:main-iii-branch-tail-certificate-soundness,cor:main-iii-branch-tail-enclosure	Finite branch--tail verification of the product vector
sec_chebotarev_class_mertens_determinants.tex:627	corollary	cor:class-product-constant-rigidity,eq:class-product-normalised-log-vector,eq:class-product-rigidity-forward,eq:class-product-rigidity-hyperplane,eq:class-product-rigidity-parseval,eq:class-product-rigidity-inverse	Rigidity of the Adams-corrected class-product constants
sec_chebotarev_class_mertens_determinants.tex:753	proposition	prop:main-chain-secondary-noninterference,prop:perron-boundary-stability,eq:secondary-noninterference-refined-count,eq:secondary-noninterference-refined-sum,eq:secondary-noninterference-mc,eq:secondary-noninterference-k	Perron-boundary stability
sec_chebotarev_class_mertens_obstruction.tex:9	theorem	thm:adams-obstruction-class-product,eq:naive-artin-class-product-constant,eq:adams-obstruction-ratio,eq:adams-obstruction-class-function	Adams obstruction criterion for class-product constants
sec_chebotarev_class_mertens_obstruction.tex:93	theorem	thm:main-iii-certificate-chain,eq:main-iii-certificate-k-readout,eq:main-iii-certificate-inverse-readout	Branch-compatible determinant readout for Main Theorem III
sec_chebotarev_class_mertens_obstruction.tex:279	corollary	cor:adams-obstruction-bound,cor:adams-obstruction-budget,eq:adams-obstruction-bound-zero-mean,eq:adams-obstruction-bound-forward,eq:adams-obstruction-bound-parseval,eq:adams-obstruction-bound-sup-lower-bound,eq:adams-obstruction-bound-lower-bound	Downstream product-constant Adams obstruction norm
sec_chebotarev_class_mertens_obstruction.tex:449	lemma	lem:fixed-label-perron-determinant-evaluation,lem:perron-boundary-determinant-evaluation	Perron-boundary determinant evaluation
sec_chebotarev_class_mertens_obstruction.tex:521	proposition	prop:class-mertens-deviations,eq:class-mertens-fourier-expansion,eq:class-mertens-normalised-deviation-readout,eq:class-mertens-determinant	Main Theorem II bridge: class-constant deviations, inverse readout, and Perron-point determinant evaluation
sec_chebotarev_readout.tex:13	theorem	thm:class-mertens-fourier,eq:class-mertens-fourier-inversion,eq:class-mertens-plancherel	Main Theorem II(c): class-constant Fourier recovery
sec_eta_gap.tex:16	theorem	thm:eta-gap-rigidity,eq:eta-gap-line-field,eq:eta-gap-loop-character	Line-field rigidity at the Perron boundary
sec_eta_gap.tex:198	corollary	cor:eta-gap-boundary-classifier,eq:eta-gap-boundary-classifier	Finite-state criterion for the strict twisted gap
sec_eta_gap.tex:239	corollary	cor:eta-gap-character-classification	Loop-character criterion for boundary channels
sec_eta_gap.tex:301	proposition	prop:eta-gap-loop-subgroup-obstruction	Loop-subgroup obstruction to Perron-boundary channels
sec_eta_gap.tex:348	corollary	cor:eta-gap-perfect-group	Perfect loop groups force the eta gap
sec_eta_gap.tex:374	proposition	prop:eta-gap-finite-state-certificate	Finite-state certificate for the Perron-point hypothesis
sec_eta_gap.tex:481	proposition	prop:eta-gap-perron-separation	Perron-point separation argument for Main Theorems II--III
sec_eta_gap.tex:567	corollary	cor:eta-gap-only-boundary-export	Line fields are the only Perron-boundary obstruction
sec_eta_gap.tex:604	corollary	cor:eta-gap-boundary-interface,cor:eta-gap-diagnostic-interface	Perron-point availability for the main constants
sec_shadows_quotient_boundary.tex:22	definition	def:normalised-primitive-class-profile,eq:normalised-primitive-class-profile	Normalised primitive class profile
sec_shadows_quotient_boundary.tex:44	theorem	thm:scalar-normalisation-projection-boundary,eq:scalar-normalisation-projection,eq:scalar-normalisation-two-cocycles	Finite-state projection boundary for scalar inputs
sec_shadows_quotient_boundary.tex:215	corollary	cor:fixed-matrix-record-no-descent	No scalar cyclic-lift descent without a constant class profile
sec_shadows_quotient_boundary.tex:268	theorem	thm:quotient-functoriality,eq:quotient-functoriality-log,eq:quotient-primitive-class-decomposition,eq:abelian-shadow-defect,eq:abelian-shadow-defect-sum	Structural consequence: quotient functoriality
sec_shadows_quotient_boundary.tex:380	corollary	cor:abelian-cyclic-shadow,eq:abelian-shadow-pullback	Abelianisation pullback, not cyclic sampling
sec_shadows_quotient_boundary.tex:466	proposition	prop:canonical-cyclic-lift-root-layer	Canonical cyclic-lift boundary for root-of-unity layers
sec_shadows_quotient_boundary.tex:514	lemma	lem:cyclic-quotient-versus-root-layer	Inherited cyclic quotients are not root-of-unity samples
sec_shadows_abelian_and_cyclic.tex:8	theorem	thm:abelian-shadow-defect,eq:abelian-shadow-defect-energy	Structural consequence: abelian shadow and genuine non-abelian defect
sec_shadows_abelian_and_cyclic.tex:96	lemma	lem:cyclic-quotients-one-dimensional-characters	Cyclic quotients and one-dimensional characters
sec_shadows_abelian_and_cyclic.tex:142	theorem	thm:cyclic-detection-boundary	Structural consequence: exact boundary of cyclic detection
sec_shadows_abelian_and_cyclic.tex:193	proposition	prop:c3-class-indicator-check,rem:minimal-conjugation-error-detector	Class indicator for \(C_3\)
sec_shadows_s3_certificates.tex:28	lemma	lem:s3-main-text-certificate-summary	Rational windows for the \(S_3\) obstruction
sec_shadows_s3_certificates.tex:83	theorem	thm:s3-certified-nonabelian-defect	Certified \(S_3\) fixed-label product obstruction
sec_shadows_s3_certificates.tex:194	proposition	prop:s3-two-coordinate-product-obstruction-vector,prop:s3-two-coordinate-product-obstruction-factorisation,eq:s3-product-obstruction-vector	Two-coordinate closure of the verified \(S_3\) product obstruction
sec_shadows_s3_certificates.tex:276	corollary	cor:s3-product-constant-obstruction-finite-state	Product-constant obstruction is already finite-state
sec_finite_part.tex:24	lemma	lem:finite-part-primitive-closed-form,eq:finite-part-determinant-mobius,eq:finite-part-primitive-closed,eq:finite-part-gap-series	Classical scalar normalisation at the Perron pole
sec_finite_part.tex:133	proposition	prop:finite-part-residue-reduced-determinant	Classical reduced determinant identity
sec_finite_part.tex:158	corollary	cor:finite-part-mertens-asymptotic	Classical scalar orbit-Mertens asymptotic
sec_finite_part.tex:228	theorem	thm:finite-part-scalar-interface-no-descent,eq:finite-part-scalar-interface-splitting	Scalar normalisation and no descent
sec_finite_part.tex:343	corollary	cor:scalar-record-rank-zero-bound	Scalar comparison is constant on class-profile differences
sec_appendices_s3_model.tex:16	proposition	prop:quadratic-adams-obstruction,eq:s3-example-edge-labels,eq:s3-character-table,eq:s3-standard-representation-matrices	Quadratic Adams obstruction
sec_appendices_s3_model.tex:115	proposition	prop:s3-example-channels,eq:s3-example-aeps,eq:s3-example-arho,eq:s3-example-arho-charpoly,eq:s3-example-logarithms,eq:s3-example-periodic-classes,eq:s3-example-periodic-equidistribution,eq:s3-example-eta-check	Twisted channels for the \(S_3\)-example
sec_appendices_s3_model.tex:270	proposition	prop:s3-example-primitive-channels,eq:s3-example-pi-eps,eq:s3-example-adams-rho,eq:s3-example-pi-rho,eq:s3-example-alpha-beta	Primitive channels for the \(S_3\)-example
sec_appendices_s3_model.tex:355	proposition	prop:s3-naive-artin-obstruction,eq:s3-f-level-windows,eq:s3-artin-zero-f-nonzero	Naive Artin formula obstruction at the Euler-product level
sec_appendices_s3_model.tex:390	lemma	lem:s3-example-perron-certificates,eq:s3-example-certified-intervals	Certified \(S_3\) non-vanishing
sec_appendices_s3_model.tex:417	corollary	cor:s3-example-profile,eq:s3-example-primitive-sign-coefficients,eq:s3-example-primitive-rho-coefficients,eq:s3-example-primitive-classes,eq:s3-example-full-two-shift-primitive,eq:s3-example-primitive-first-terms,eq:s3-example-delta-values,eq:s3-example-delta-certified-windows,eq:s3-example-delta-k-certified-window,eq:s3-example-abelian-shadow,eq:s3-example-nonabelian-defect,eq:s3-example-energy-ratio	Primitive profile and deviations for the \(S_3\)-example
sec_appendices_s3_certificates.tex:14	proposition	prop:s3-compact-certificate-protocol	Compact exact-arithmetic check for the \(S_3\) example
sec_appendices_s3_certificates.tex:93	lemma	lem:appendix-s3-sharp-certificates,eq:s3-example-epsilon-certificate-sum,eq:s3-example-epsilon-tail-certificate,eq:s3-example-rho-certificate-sum,eq:s3-example-rho-tail-certificate,eq:s3-example-certified-intervals-sharp,eq:s3-example-certified-intervals-sharp-rho	Exact rational bounds for the \(S_3\)-channels
sec_appendices_s3_certificates.tex:335	lemma	lem:appendix-s3-f-level-certificates,eq:s3-f-epsilon-appendix-window,eq:s3-f-rho-appendix-window	Exact rational bounds for the \(S_3\) product-level fixed-label values
sec_appendices_s3_certificates.tex:546	corollary	cor:s3-displayed-rational-certificate-windows	Displayed rational certificate windows
sec_appendices_s3_certificates.tex:617	proposition	prop:s3-finite-arithmetic-reproducibility	Finite exact-arithmetic reproducibility
sec_appendices_fixed_label_certificates.tex:34	proposition	prop:fixed-label-rational-certificate-record,prop:fixed-label-finite-io-certificate-summary,eq:fixed-label-certificate-interface-inclusion	Local rational enclosure data for fixed labels
sec_appendices_fixed_label_certificates.tex:114	proposition	prop:fixed-label-certificate-normal-form,prop:fixed-label-product-certificate-record,prop:fixed-label-product-enclosure-check,prop:fixed-label-five-field-rational-record	Finite verification normal form for the fixed-label product evaluation
sec_appendices_fixed_label_certificates.tex:206	proposition	prop:fixed-label-certificate-replay	Deterministic replay of rational certificate records
