lemma	sec_chebotarev_peter_weyl_bridge.tex:[495, 516]	lem:abel-correction-sum	aliases=[]	class=novel-increment	role=Supporting determinant, character, or analytic estimate.
lemma	sec_chebotarev_peter_weyl_bridge.tex:[538, 550]	lem:geometric-harmonic-tail	aliases=[]	class=novel-increment	role=Supporting determinant, character, or analytic estimate.
lemma	sec_chebotarev_peter_weyl_bridge.tex:[564, 574]	lem:harmonic-log-remainder	aliases=[]	class=novel-increment	role=Supporting determinant, character, or analytic estimate.
lemma	sec_chebotarev_peter_weyl_bridge.tex:[616, 629]	lem:perron-channel-contribution	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
proposition	sec_chebotarev_class_mertens.tex:[52, 134]	prop:class-mertens-product-dependency-chain	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
theorem	sec_chebotarev_class_mertens.tex:[275, 378]	thm:class-mertens-explicit	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
corollary	sec_chebotarev_class_mertens.tex:[530, 564]	cor:class-mertens-log-form	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
lemma	sec_chebotarev_class_mertens.tex:[584, 612]	lem:class-euler-product-tail-bound	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
lemma	sec_chebotarev_class_mertens.tex:[648, 661]	lem:class-product-log-to-product-error	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
proposition	sec_chebotarev_class_mertens.tex:[674, 725]	prop:three-logarithm-product-interface	aliases=[]	class=novel-increment	role=Supporting theorem-like item retained in the current manuscript.
proposition	sec_chebotarev_class_mertens.tex:[760, 800]	prop:class-euler-product-main-chain-reduction	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
theorem	sec_chebotarev_class_mertens.tex:[753, 810]	thm:class-euler-product-mertens	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
proposition	sec_chebotarev_class_mertens.tex:[902, 944]	prop:main-iii-fixed-label-proof-spine	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[997, 1029]	cor:class-euler-product-determinant-evaluation	aliases=[]	class=novel-increment	role=Main Theorem III computational interface: adjacent finite-determinant evaluation of the product constants.
theorem	sec_chebotarev_class_mertens.tex:[1052, 1111]	thm:class-product-determinant-rigidity	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[1145, 1216]	cor:class-product-hyperplane-stability	aliases=['cor:class-product-stability-scalar-independence']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
corollary	sec_chebotarev_class_mertens.tex:[1241, 1284]	cor:assembled-adams-frobenius-product-formula	aliases=['cor:assembled-adams-frobenius-product-package']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
proposition	sec_chebotarev_class_mertens.tex:[1323, 1342]	prop:class-product-fixed-coordinate-equivalence	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[1368, 1456]	thm:class-product-minimal-obstruction-skeleton	aliases=['cor:class-product-minimal-obstruction-skeleton']	class=novel-increment	role=Corollary-level structural refinement of Main Theorem III; not part of the locked main spine. Stable aliases are retained for reference compatibility.
corollary	sec_chebotarev_class_mertens.tex:[1522, 1551]	cor:class-product-artin-obstruction-recovery	aliases=['cor:class-product-artin-obstruction-readout']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
proposition	sec_chebotarev_class_mertens.tex:[1589, 1641]	prop:finite-data-main-chain-closure	aliases=['prop:finite-data-main-spine-closure']	class=novel-increment	role=Supporting theorem-like item retained in the current manuscript. Stable aliases are retained for reference compatibility.
remark	sec_chebotarev_class_mertens.tex:[1691, 1722]	rem:assembled-recovery-dependency-order	aliases=[]	class=not-listed	role=Main Theorem II class-Mertens Perron-point spine.
theorem	sec_chebotarev_class_mertens.tex:[1738, 1890]	thm:class-product-comparison	aliases=['prop:class-product-comparison']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
proposition	sec_chebotarev_class_mertens.tex:[2175, 2244]	prop:theorem-by-theorem-comparison-calibration	aliases=[]	class=novel-increment	role=Journal-facing theorem-by-theorem novelty calibration against the comparison literature; proposition-level by manuscript design.
lemma	sec_chebotarev_class_mertens.tex:[1975, 1996]	lem:class-product-constant-equivalence	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
lemma	sec_chebotarev_class_mertens.tex:[2126, 2145]	lem:class-product-hermitian-normalisation	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
lemma	sec_chebotarev_class_mertens.tex:[2190, 2204]	lem:class-product-positive-real-branch	aliases=['lem:class-euler-product-real-branch']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
lemma	sec_chebotarev_class_mertens.tex:[2249, 2262]	lem:class-product-sign-normalisation-conventions	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
lemma	sec_chebotarev_class_mertens.tex:[2338, 2361]	lem:fixed-label-singular-triple-deletion	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
proposition	sec_chebotarev_class_mertens.tex:[2398, 2436]	prop:fixed-label-determinant-perron	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[2453, 2480]	cor:main-iii-convention-audit	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
proposition	sec_chebotarev_class_mertens.tex:[2510, 2619]	prop:fixed-label-perron-finite-algorithm	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[2772, 2829]	cor:class-product-constant-rigidity	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
proposition	sec_chebotarev_class_mertens.tex:[3211, 3248]	prop:class-product-coordinate-observation-budget	aliases=[]	class=novel-increment	role=Finite-coordinate consequence of Main Theorem III; sharp observation budget inside the branch-compatible product-coordinate chart.
proposition	sec_chebotarev_class_mertens.tex:[2888, 2946]	prop:main-chain-secondary-noninterference	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
remark	sec_chebotarev_class_mertens.tex:[2979, 2995]	rem:class-mertens-comparison	aliases=[]	class=not-listed	role=Main Theorem II class-Mertens Perron-point spine.
theorem	sec_chebotarev_class_mertens.tex:[2999, 3045]	thm:adams-obstruction-class-product	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
corollary	sec_chebotarev_class_mertens.tex:[3080, 3157]	thm:adams-obstruction-bound	aliases=['cor:adams-obstruction-bound', 'thm:adams-obstruction-budget', 'cor:adams-obstruction-budget']	class=novel-increment	role=Corollary-level Parseval obstruction budget refining Main Theorem III. Stable aliases are retained for reference compatibility; not part of the locked main spine. Stable aliases are retained for reference compatibility.
lemma	sec_chebotarev_class_mertens.tex:[3250, 3269]	lem:fixed-label-perron-determinant-evaluation	aliases=['lem:perron-boundary-determinant-evaluation']	class=novel-increment	role=Main Theorem III Adams-corrected product spine. Stable aliases are retained for reference compatibility.
proposition	sec_chebotarev_class_mertens.tex:[3322, 3361]	prop:class-mertens-deviations	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
remark	sec_chebotarev_class_mertens.tex:[3373, 3413]	rem:twisted-spectral-gap-role	aliases=[]	class=not-listed	role=Supporting theorem-like item retained in the current manuscript.
theorem	sec_chebotarev_readout.tex:[13, 48]	thm:class-mertens-fourier	aliases=[]	class=novel-increment	role=Main Theorem II class-Mertens Perron-point spine.
remark	sec_chebotarev_readout.tex:[121, 139]	rem:recovery-analogy-orthogonality-step	aliases=['rem:readout-analogy-orthogonality-step']	class=not-listed	role=Supporting theorem-like item retained in the current manuscript. Stable aliases are retained for reference compatibility.
theorem	sec_eta_gap.tex:[18, 79]	thm:eta-gap-rigidity	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
corollary	sec_eta_gap.tex:[193, 219]	cor:eta-gap-boundary-classifier	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
corollary	sec_eta_gap.tex:[236, 269]	cor:eta-gap-character-classification	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
proposition	sec_eta_gap.tex:[298, 316]	prop:eta-gap-loop-subgroup-obstruction	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
corollary	sec_eta_gap.tex:[345, 354]	cor:eta-gap-perfect-group	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
proposition	sec_eta_gap.tex:[371, 413]	prop:eta-gap-finite-state-certificate	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
proposition	sec_eta_gap.tex:[453, 485]	prop:eta-gap-perron-separation	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
corollary	sec_eta_gap.tex:[539, 559]	cor:eta-gap-only-boundary-export	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
corollary	sec_eta_gap.tex:[578, 602]	thm:eta-gap-diagnostic-interface	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
proposition	sec_eta_gap.tex:[629, 651]	prop:eta-gap-conditional-scope	aliases=[]	class=novel-increment	role=Twisted spectral-gap rigidity package.
remark	sec_eta_gap.tex:[681, 697]	rem:eta-gap-criteria-split	aliases=[]	class=not-listed	role=Twisted spectral-gap rigidity package.
definition	sec_shadows.tex:[23, 35]	def:normalised-primitive-class-profile	aliases=[]	class=not-listed	role=Quotient/shadow/cyclic-detection structural package.
theorem	sec_shadows.tex:[45, 136]	thm:scalar-normalisation-projection-boundary	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
corollary	sec_shadows.tex:[216, 248]	cor:fixed-matrix-record-no-descent	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
theorem	sec_shadows.tex:[270, 292]	thm:quotient-functoriality	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
corollary	sec_shadows.tex:[382, 412]	cor:abelian-cyclic-shadow	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
proposition	sec_shadows.tex:[468, 496]	prop:canonical-cyclic-lift-root-layer	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
lemma	sec_shadows.tex:[517, 543]	lem:cyclic-quotient-versus-root-layer	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
theorem	sec_shadows.tex:[567, 599]	thm:abelian-shadow-defect	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
lemma	sec_shadows.tex:[654, 662]	lem:cyclic-quotients-one-dimensional-characters	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
theorem	sec_shadows.tex:[700, 725]	thm:cyclic-detection-boundary	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
proposition	sec_shadows.tex:[751, 768]	prop:c3-class-indicator-check	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection structural package.
remark	sec_shadows.tex:[788, 798]	rem:minimal-conjugation-error-detector	aliases=[]	class=not-listed	role=Supporting theorem-like item retained in the current manuscript.
lemma	sec_shadows_s3_certificates.tex:[24, 52]	lem:s3-main-text-certificate-summary	aliases=[]	class=novel-increment	role=Quotient/shadow/cyclic-detection and certified S3 obstruction package.
theorem	sec_shadows_s3_certificates.tex:[79, 147]	thm:s3-certified-nonabelian-defect	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
proposition	sec_shadows_s3_certificates.tex:[190, 229]	prop:s3-two-coordinate-product-obstruction-vector	aliases=['prop:s3-two-coordinate-product-obstruction-spine']	class=novel-increment	role=Certified S3 obstruction and certificate package. Stable aliases are retained for reference compatibility.
corollary	sec_shadows_s3_certificates.tex:[270, 282]	cor:s3-product-constant-obstruction-finite-state	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
lemma	sec_finite_part.tex:[25, 55]	lem:finite-part-primitive-closed-form	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
proposition	sec_finite_part.tex:[134, 147]	prop:finite-part-residue-reduced-determinant	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
corollary	sec_finite_part.tex:[159, 170]	cor:finite-part-mertens-asymptotic	aliases=[]	class=classical-input	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
theorem	sec_finite_part.tex:[221, 260]	thm:finite-part-scalar-interface-no-descent	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
corollary	sec_finite_part.tex:[306, 319]	cor:fixed-matrix-scalar-interface-only	aliases=[]	class=novel-increment	role=Supporting theorem-like item retained in the current manuscript.
corollary	sec_finite_part.tex:[341, 374]	cor:scalar-record-rank-zero-bound	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part fixed-matrix input.
proposition	sec_appendices.tex:[110, 127]	prop:finite-part-cyclic-lift-reduced-constant-closed	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
proposition	sec_appendices.tex:[150, 169]	prop:finite-part-cyclic-lift-dirichlet-multiple-sum	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
lemma	sec_appendices.tex:[199, 206]	lem:finite-part-cyclic-lift-mobius-absolute	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
proposition	sec_appendices.tex:[239, 246]	prop:finite-part-cyclic-lift-mobius-inversion	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
lemma	sec_appendices.tex:[274, 301]	lem:cyclic-lift-branch-ambiguity	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
lemma	sec_appendices.tex:[318, 333]	lem:finite-part-exponential-sum-limsup	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
theorem	sec_appendices.tex:[403, 432]	thm:finite-part-cyclic-lift-spectrum-identifiability	aliases=['thm:intro-cyclic-reconstruction']	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package. Stable aliases are retained for reference compatibility.
theorem	sec_appendices.tex:[498, 519]	thm:finite-part-cyclic-lift-single-q-torsion-reconstruction	aliases=['cor:intro-one-layer-reconstruction']	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package. Stable aliases are retained for reference compatibility.
theorem	sec_appendices_scalar_boundaries.tex:[28, 73]	thm:finite-part-holomorphic-variation	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
proposition	sec_appendices_scalar_boundaries.tex:[163, 188]	prop:scalar-boundary-no-class-correction	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
theorem	sec_appendices_scalar_boundaries.tex:[218, 274]	thm:scalar-class-product-no-descent	aliases=[]	class=novel-increment	role=Appendix support for scalar finite-part boundary normalisations.
theorem	sec_appendices_scalar_boundaries.tex:[318, 348]	thm:logM-truncation-bound	aliases=[]	class=novel-increment	role=Auxiliary scalar finite-part / fixed-matrix comparison package.
corollary	sec_appendices_scalar_boundaries.tex:[411, 437]	cor:scalar-finite-part-finite-io-certificate	aliases=[]	class=novel-increment	role=Appendix support for scalar finite-part boundary normalisations.
proposition	sec_appendices_s3_model.tex:[15, 38]	prop:quadratic-adams-obstruction	aliases=[]	class=novel-increment	role=Main Theorem III Adams-corrected product spine.
proposition	sec_appendices_s3_model.tex:[114, 175]	prop:s3-example-channels	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
proposition	sec_appendices_s3_model.tex:[269, 314]	prop:s3-example-primitive-channels	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
proposition	sec_appendices_s3_model.tex:[354, 373]	prop:s3-naive-artin-obstruction	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
lemma	sec_appendices_s3_model.tex:[389, 404]	lem:s3-example-perron-certificates	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
corollary	sec_appendices_s3_model.tex:[416, 512]	cor:s3-example-profile	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
lemma	sec_appendices_s3_certificates.tex:[15, 74]	lem:appendix-s3-sharp-certificates	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
lemma	sec_appendices_s3_certificates.tex:[253, 266]	lem:appendix-s3-f-level-certificates	aliases=[]	class=novel-increment	role=Certified S3 obstruction and certificate package.
proposition	sec_appendices_fixed_label_certificates.tex:[9, 55]	prop:fixed-label-rational-certificate-record	aliases=[]	class=novel-increment	role=Finite fixed-label certificate interface for the Main Theorem III proof chain.
proposition	sec_appendices_fixed_label_certificates.tex:[93, 127]	prop:fixed-label-finite-io-certificate-summary	aliases=[]	class=novel-increment	role=Finite fixed-label certificate interface for the Main Theorem III proof chain.
corollary	sec_appendices_fixed_label_certificates.tex:[161, 212]	cor:fixed-label-five-field-certificate-schema	aliases=[]	class=novel-increment	role=Finite fixed-label certificate interface for the Main Theorem III proof chain.
split_staging_excluded
"file"
"reason"
"count"
"labels"
