5435	5453	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	Case studies	proof=True
5494	5525	theorem	thm:case-witness-skeleton-rigidity	Case-witness skeleton rigidity	Case studies	proof=True
5637	5661	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	Primary--supplement interface	proof=True
5688	5704	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	Primary--supplement interface	proof=True
5734	5748	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	Primary--supplement interface	proof=True
5764	5788	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	Primary--supplement interface	proof=True
5813	5830	proposition	prop:dated-venue-record-instantiation	Dated venue-record instantiation	Primary--supplement interface	proof=True
5864	5884	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	Primary--supplement interface	proof=True
5935	5945	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	Primary--supplement interface	proof=True
6027	6050	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	Primary--supplement interface	proof=True
6094	6105	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	Primary--supplement interface	proof=True
6135	6160	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction	Primary--supplement interface	proof=True
6210	6267	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Primary--supplement interface	proof=True
6330	6343	proposition	prop:artifact-validation-gate-unique-semantic-upgrade	Artifact-validation gate is the unique semantic upgrade	Primary--supplement interface	proof=True
6369	6399	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Primary--supplement interface	proof=True
6444	6476	theorem	thm:three-boundary-upgrade-sharpness	Three-boundary upgrade sharpness	Primary--supplement interface	proof=True
6569	6583	theorem	thm:primary-to-support-dependency-completeness	Primary-to-support dependency completeness	Primary--supplement interface	proof=True
6637	6653	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Primary--supplement interface	proof=True
6702	6740	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Primary--supplement interface	proof=True
6774	6786	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Primary--supplement interface	proof=True
7021	7034	theorem	thm:exact-inclusion-support-surface-realization	Finite-record support invariant: exact-inclusion support surface	Subordinate support-boundary ledger	proof=True
7065	7084	theorem	thm:public-branch-archive-equivalent-realization	Finite-record support invariant: public branch locator criterion	Subordinate support-boundary ledger	proof=True
7127	7149	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Subordinate support-boundary ledger	proof=True
7181	7200	theorem	thm:final-support-surface-closure	Finite-record support invariant: final support-surface closure	Subordinate support-boundary ledger	proof=True
7305	7331	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Subordinate support-boundary ledger	proof=True
7398	7424	theorem	thm:support-surface-normal-form	Finite-record support invariant: bundle-backed normal form	Subordinate support-boundary ledger	proof=True
7465	7496	theorem	thm:support-surface-invariant-compression	Finite-record support invariant compression	Subordinate support-boundary ledger	proof=True
7530	7548	theorem	thm:upload-or-archive-instantiation-boundary	Finite-record upload-boundary invariant	Subordinate support-boundary ledger	proof=True
7573	7584	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Subordinate support-boundary ledger	proof=True
7596	7610	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Subordinate support-boundary ledger	proof=True
7638	7681	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Subordinate support-boundary ledger	proof=True
7727	7752	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Subordinate support-boundary ledger	proof=True
7780	7791	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Subordinate support-boundary ledger	proof=True
7812	7841	theorem	thm:digest-closure-refresh-criterion	Finite-record digest-refresh invariant for final package claims	Subordinate support-boundary ledger	proof=True
7881	7904	theorem	thm:submission-support-refresh-rigidity	Finite-record submission-support refresh invariant	Subordinate support-boundary ledger	proof=True
7953	7968	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Subordinate support-boundary ledger	proof=True
8019	8036	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Subordinate support-boundary ledger	proof=True
8066	8086	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Subordinate support-boundary ledger	proof=True
8127	8152	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Subordinate support-boundary ledger	proof=True
8197	8213	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Subordinate support-boundary ledger	proof=True
8245	8266	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Subordinate support-boundary ledger	proof=True
8297	8315	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Subordinate support-boundary ledger	proof=True
8346	8358	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Subordinate support-boundary ledger	proof=True
8382	8402	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Subordinate support-boundary ledger	proof=True
8439	8470	theorem	thm:post-inventory-finite-record-realization	Finite-record post-inventory realization invariant	Subordinate support-boundary ledger	proof=True
8519	8546	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Subordinate support-boundary ledger	proof=True
8591	8604	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	Subordinate support-boundary ledger	proof=True
8633	8643	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Subordinate support-boundary ledger	proof=True
8659	8686	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Subordinate support-boundary ledger	proof=True
8715	8733	corollary	cor:current-local-support-normal-form	Current local-support normal form	Subordinate support-boundary ledger	proof=True
8770	8791	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Subordinate support-boundary ledger	proof=True
8824	8835	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Subordinate support-boundary ledger	proof=True
8855	8873	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence	Subordinate support-boundary ledger	proof=True
8908	8918	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion	Subordinate support-boundary ledger	proof=True
8965	8987	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Command-run boundary	proof=True
9058	9073	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate	Command-run boundary	proof=True
9100	9155	theorem	thm:final-local-support-state-reconciliation	Finite-record support-state reconciliation invariant	Command-run boundary	proof=True
9248	9315	theorem	thm:presentation-route-five-interface-sharpness	Supplement-level presentation-route five-interface sharpness	Command-run boundary	proof=True
9396	9437	theorem	thm:presentation-route-stronger-reading-classifier	Supplement-level presentation-route stronger-reading classifier	Command-run boundary	proof=True
9509	9529	theorem	thm:end-to-end-upgrade-decomposition-obstruction	End-to-end upgrade decomposition obstruction	Command-run boundary	proof=True
9574	9596	corollary	cor:presentation-summary-non-escalation	Presentation-summary non-escalation	Command-run boundary	proof=True
9634	9664	theorem	thm:submission-support-fixed-point-normal-form	Finite-record support-coordinate fixed-point normal form	Command-run boundary	proof=True
9702	9719	theorem	thm:post-inventory-support-coordinate-dichotomy	Finite-record post-inventory support-coordinate dichotomy	Command-run boundary	proof=True
9758	9776	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	Command-run boundary	proof=True
9807	9843	theorem	thm:post-inventory-package-fixed-point	Finite-record post-inventory support-coordinate fixed point	Command-run boundary	proof=True
9906	9921	corollary	cor:current-post-inventory-realization	Current post-inventory realization	Command-run boundary	proof=True
9943	9987	theorem	thm:current-inventory-artifact-realization	Finite-record current inventory support-coordinate realization	Command-run boundary	proof=True
10035	10052	theorem	thm:current-command-result-closure	Finite-record current command-result closure	Command-run boundary	proof=True
10081	10101	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	Command-run boundary	proof=True
10133	10151	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple	Command-run boundary	proof=True
10182	10196	proposition	prop:post-inventory-freshness-obstruction	Post-inventory freshness obstruction	Command-run boundary	proof=True
10222	10241	proposition	prop:three-coordinate-submission-support-closure	Three-coordinate submission-support closure	Command-run boundary	proof=True
10287	10306	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary	Command-run boundary	proof=True
10338	10358	proposition	prop:current-absence-external-support-surface-instantiation	Current absence of external support-surface instantiation	Command-run boundary	proof=True
10395	10414	proposition	prop:final-support-coordinate-refresh-closure	Final support-coordinate refresh closure	Command-run boundary	proof=True
10448	10486	theorem	thm:four-coordinate-submission-support-skeleton	Finite-record four-coordinate submission-support skeleton	Command-run boundary	proof=True
10559	10585	corollary	cor:final-local-fixed-point-external-normal-form	Final local fixed-point and external-support normal form	Command-run boundary	proof=True
10621	10679	theorem	thm:current-package-no-free-upgrade-closure	Finite-record current-package no-free-upgrade closure	Command-run boundary	proof=True
10770	10799	corollary	cor:presentation-route-support-coordinate-normal-form	Presentation-route support-coordinate normal form	Command-run boundary	proof=True
