057	main.tex:4114	theorem	thm:external-interface-projection-no-free-upgrade	External-interface projection and no-free-implementation upgrade	Operational interface / Abstract finite-record interface
058	main.tex:4214	proposition	prop:current-package-acceptance-certificate-ledger	Current-package acceptance and certificate ledger	Operational interface / Primary-claim inventory audit
059	main.tex:4324	theorem	thm:current-package-certificate-exactness	Current-package bounded schema-relative certificate exactness	Operational interface / Current-package instantiation
060	main.tex:4448	theorem	thm:manual-ledger-dependence-boundary	Ledger dependence and semantic extractor-completeness boundary	Operational interface / Current-package instantiation
061	main.tex:4527	corollary	cor:row-frozen-current-package-invariance	Row-frozen current-package invariance	Operational interface / Current-package instantiation
062	main.tex:4569	theorem	thm:current-package-extension-coordinate-rigidity	Current-package extension-coordinate rigidity	Operational interface / Current-package instantiation
063	main.tex:4662	theorem	thm:current-package-semantic-non-escalation	Current-package semantic non-escalation	Operational interface / Current-package instantiation
064	main.tex:4728	theorem	thm:named-boundary-positive-coordinate-classification	Named boundary positive-coordinate classification	Operational interface / Current-package instantiation
065	main.tex:4838	corollary	cor:current-package-path-verified-instantiation	Current package path-verified instantiation	Operational interface / Current-package instantiation
066	main.tex:4941	lemma	lem:gate-witness-criterion	Gate-witness criterion	Gate summary / Case-study witness protocol
067	main.tex:4966	proposition	prop:path-complete-case-witnesses	Path-complete case witnesses	Gate summary / Case-study witness protocol
068	main.tex:5094	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	Case studies / 
069	main.tex:5153	theorem	thm:case-witness-skeleton-rigidity	Case-witness skeleton rigidity	Case studies / 
070	main.tex:5296	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	Evidence boundary / Primary--supplement interface
071	main.tex:5339	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	Evidence boundary / Primary--supplement interface
072	main.tex:5383	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	Evidence boundary / Primary--supplement interface
073	main.tex:5413	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	Evidence boundary / Primary--supplement interface
074	main.tex:5462	proposition	prop:round-five-venue-record-instantiation	Round-five venue-record instantiation	Evidence boundary / Primary--supplement interface
075	main.tex:5513	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	Evidence boundary / Primary--supplement interface
076	main.tex:5584	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	Evidence boundary / Primary--supplement interface
077	main.tex:5676	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	Evidence boundary / Primary--supplement interface
078	main.tex:5743	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	Evidence boundary / Primary--supplement interface
079	main.tex:5784	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction	Evidence boundary / Primary--supplement interface
080	main.tex:5859	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Evidence boundary / Primary--supplement interface
081	main.tex:5979	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Evidence boundary / Primary--supplement interface
082	main.tex:6054	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Evidence boundary / Primary--supplement interface
083	main.tex:6119	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Evidence boundary / Primary--supplement interface
084	main.tex:6191	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Evidence boundary / Primary--supplement interface
085	main.tex:6302	auditrecord	audit:review-bundle-archive-equivalence	Review-bundle archive-equivalence criterion	Evidence boundary / Review-bundle and archive-equivalence condition
086	main.tex:6349	auditrecord	audit:exact-bundle-or-final-digest	Exact-bundle final-digest convention	Evidence boundary / Review-bundle and archive-equivalence condition
087	main.tex:6375	auditrecord	prop:exact-review-bundle-upload-witness	Exact review-bundle support-mode witness	Evidence boundary / Review-bundle and archive-equivalence condition
088	main.tex:6440	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization	Evidence boundary / Review-bundle and archive-equivalence condition
089	main.tex:6484	theorem	thm:public-branch-archive-equivalent-realization	Public branch archive-equivalent locator criterion	Evidence boundary / Review-bundle and archive-equivalence condition
090	main.tex:6546	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Evidence boundary / Review-bundle and archive-equivalence condition
091	main.tex:6600	theorem	thm:final-support-surface-closure	Final support-surface closure	Evidence boundary / Review-bundle and archive-equivalence condition
092	main.tex:6667	auditrecord	prop:final-immutable-package-state-certificate	Final immutable package-state certificate	Evidence boundary / Review-bundle and archive-equivalence condition
093	main.tex:6722	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Evidence boundary / Review-bundle and archive-equivalence condition
094	main.tex:6782	auditrecord	prop:mutable-checkout-observation-boundary	Mutable-checkout observations are non-certifying	Evidence boundary / Review-bundle and archive-equivalence condition
095	main.tex:6815	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims	Evidence boundary / Review-bundle and archive-equivalence condition
096	main.tex:6882	theorem	thm:support-surface-invariant-compression	Support-surface invariant compression	Evidence boundary / Review-bundle and archive-equivalence condition
097	main.tex:6947	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary	Evidence boundary / Review-bundle and archive-equivalence condition
098	main.tex:6990	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Evidence boundary / Review-bundle and archive-equivalence condition
099	main.tex:7013	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Evidence boundary / Review-bundle and archive-equivalence condition
100	main.tex:7057	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Evidence boundary / Review-bundle and archive-equivalence condition
101	main.tex:7148	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Evidence boundary / Review-bundle and archive-equivalence condition
102	main.tex:7201	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Evidence boundary / Review-bundle and archive-equivalence condition
103	main.tex:7233	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	Evidence boundary / Review-bundle and archive-equivalence condition
104	main.tex:7302	theorem	thm:submission-support-refresh-rigidity	Submission support refresh rigidity	Evidence boundary / Review-bundle and archive-equivalence condition
105	main.tex:7374	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Evidence boundary / Review-bundle and archive-equivalence condition
106	main.tex:7440	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Evidence boundary / Review-bundle and archive-equivalence condition
107	main.tex:7487	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Evidence boundary / Review-bundle and archive-equivalence condition
108	main.tex:7548	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Evidence boundary / Review-bundle and archive-equivalence condition
109	main.tex:7618	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Evidence boundary / Review-bundle and archive-equivalence condition
110	main.tex:7666	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Evidence boundary / Review-bundle and archive-equivalence condition
111	main.tex:7718	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Evidence boundary / Review-bundle and archive-equivalence condition
112	main.tex:7767	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Evidence boundary / Review-bundle and archive-equivalence condition
113	main.tex:7803	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Evidence boundary / Review-bundle and archive-equivalence condition
114	main.tex:7860	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization	Evidence boundary / Review-bundle and archive-equivalence condition
115	main.tex:7925	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Evidence boundary / Review-bundle and archive-equivalence condition
116	main.tex:7997	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	Evidence boundary / Review-bundle and archive-equivalence condition
117	main.tex:8039	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Evidence boundary / Review-bundle and archive-equivalence condition
118	main.tex:8065	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Evidence boundary / Review-bundle and archive-equivalence condition
119	main.tex:8121	corollary	cor:current-local-support-normal-form	Current local-support normal form	Evidence boundary / Review-bundle and archive-equivalence condition
120	main.tex:8176	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Evidence boundary / Review-bundle and archive-equivalence condition
121	main.tex:8230	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Evidence boundary / Review-bundle and archive-equivalence condition
122	main.tex:8261	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence	Evidence boundary / Review-bundle and archive-equivalence condition
123	main.tex:8314	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion	Evidence boundary / Review-bundle and archive-equivalence condition
124	main.tex:8371	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Evidence boundary / Command-run boundary
125	main.tex:8464	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate	Evidence boundary / Command-run boundary
126	main.tex:8506	theorem	thm:final-local-support-state-reconciliation	Final four-interface maximality and support-state reconciliation	Evidence boundary / Command-run boundary
127	main.tex:8654	theorem	thm:presentation-route-five-interface-sharpness	Presentation-route five-interface sharpness	Evidence boundary / Command-run boundary
128	main.tex:8802	corollary	cor:presentation-summary-non-escalation	Presentation-summary non-escalation	Evidence boundary / Command-run boundary
129	main.tex:8861	theorem	thm:submission-support-fixed-point-normal-form	Machine-checkable support-coordinate fixed-point normal form	Evidence boundary / Command-run boundary
130	main.tex:8929	theorem	thm:post-inventory-support-coordinate-dichotomy	Post-inventory support-coordinate dichotomy	Evidence boundary / Command-run boundary
131	main.tex:8985	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	Evidence boundary / Command-run boundary
132	main.tex:9031	theorem	thm:post-inventory-package-fixed-point	Post-inventory support-coordinate fixed point	Evidence boundary / Command-run boundary
133	main.tex:9130	corollary	cor:current-post-inventory-realization	Current post-inventory realization	Evidence boundary / Command-run boundary
134	main.tex:9167	theorem	thm:current-inventory-artifact-realization	Current inventory support-coordinate realization	Evidence boundary / Command-run boundary
135	main.tex:9259	theorem	thm:current-command-result-closure	Current command-result closure	Evidence boundary / Command-run boundary
136	main.tex:9305	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	Evidence boundary / Command-run boundary
137	main.tex:9353	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple	Evidence boundary / Command-run boundary
138	main.tex:9402	proposition	prop:post-inventory-freshness-obstruction	Post-inventory freshness obstruction	Evidence boundary / Command-run boundary
139	main.tex:9442	proposition	prop:three-coordinate-submission-support-closure	Three-coordinate submission-support closure	Evidence boundary / Command-run boundary
140	main.tex:9507	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary	Evidence boundary / Command-run boundary
141	main.tex:9558	theorem	thm:four-coordinate-submission-support-skeleton	Four-coordinate submission-support skeleton	Evidence boundary / Command-run boundary
