2427	theorem	thm:mixed-claim-projection-obstruction	Mixed-claim projection obstruction	Abstract finite-record interface	proof=True/True
2490	theorem	thm:concrete-finite-script-implementation-soundness	Concrete finite-script projection-contract boundary	Abstract finite-record interface	proof=True/True
2588	corollary	cor:finite-script-rgs-instantiation-boundary	Finite-script projection instantiation boundary	Abstract finite-record interface	proof=True/True
2598	theorem	thm:assigned-gate-soundness-audit-boundary	Assigned-gate soundness audit boundary	Abstract finite-record interface	proof=True/True
2667	theorem	thm:six-coordinate-gate-implementation-soundness-skeleton	Six-coordinate gate-implementation soundness skeleton	Abstract finite-record interface	proof=True/True
2744	theorem	thm:finite-certificate-obstruction-skeleton	Finite certificate obstruction skeleton	Abstract finite-record interface	proof=True/True
2845	theorem	thm:finite-extension-budget-normal-form	Finite extension-budget normal form	Abstract finite-record interface	proof=True/True
2932	theorem	thm:finite-record-certificate-calculus-spine	Finite-record certificate calculus spine	Abstract finite-record interface	proof=True/True
3009	proposition	prop:publication-safety-dependency-normal-form	Dependency normal form for the publication-safety chain	Abstract finite-record interface	proof=True/True
3076	proposition	prop:gate-interface-separation	Gate-interface separation	Abstract finite-record interface	proof=True/True
3100	corollary	cor:human-promotion-daemon-active-track-separation	Human promotion is not daemon-visible active-track equivalence	Abstract finite-record interface	proof=True/True
3148	proposition	prop:scheduler-selection-advisory	Scheduler selection is advisory before discovery gating	Abstract finite-record interface	proof=True/True
3229	proposition	prop:publication-safety-minimal-bad-record-witness	Minimal bad-record witness for command-run escalation	Abstract finite-record interface	proof=True/True
3273	theorem	thm:publication-safety-interface	Conditional finite-record publication audit interface	Abstract finite-record interface	proof=True/True
3408	theorem	thm:gate-implementation-soundness-upgrade-obstruction	Gate implementation-soundness upgrade obstruction	Abstract finite-record interface	proof=True/True
3575	theorem	thm:finite-record-certificate-rigidity	Finite-record certificate rigidity	Abstract finite-record interface	proof=True/True
3657	theorem	thm:boundary-axis-non-escalation-exactness	Boundary-axis exact non-escalation	Abstract finite-record interface	proof=True/True
3793	theorem	thm:mixed-interface-overclaim-skeleton	Mixed-interface overclaim skeleton	Abstract finite-record interface	proof=True/True
3899	theorem	thm:presentation-scoped-boundary-normal-form	Package-local boundary normal form for the presentation package	Abstract finite-record interface	proof=True/True
4018	theorem	thm:five-axis-upgrade-obstruction	Package-local five-axis upgrade obstruction	Abstract finite-record interface	proof=True/True
4128	theorem	thm:current-boundary-skeleton-non-gluing	Current package-local boundary skeleton and non-gluing lower bound	Abstract finite-record interface	proof=True/True
4267	proposition	prop:certificate-constructor-bad-subrecord-extractor	Certificate constructor and bad-subrecord extractor	Abstract finite-record interface	proof=True/True
4331	proposition	prop:publication-safety-maximality	Finite-record maximality	Abstract finite-record interface	proof=True/True
4375	corollary	cor:publication-safety-current-package-instance	Current-package bounded source-level audit instance	Abstract finite-record interface	proof=True/True
4424	corollary	cor:finite-record-gate-soundness-boundary	Finite-record boundary for external gate soundness	Abstract finite-record interface	proof=True/True
4471	theorem	thm:implementation-soundness-extension-criterion	Boundary extension criterion for implementation-soundness readings	Abstract finite-record interface	proof=True/True
4557	corollary	cor:submitted-gate-implementation-contract-dichotomy	Submitted gate-implementation contract dichotomy	Abstract finite-record interface	proof=True/True
4606	theorem	thm:external-interface-projection-no-free-upgrade	External-interface projection and no-free-implementation upgrade	Abstract finite-record interface	proof=True/True
4706	proposition	prop:current-package-acceptance-certificate-ledger	Current-package acceptance and certificate ledger	Primary-claim inventory audit	proof=True/True
4816	theorem	thm:current-package-certificate-exactness	Current-package path-verified ledger-relative certificate exactness	Current-package instantiation	proof=True/False
4975	theorem	thm:manual-ledger-dependence-boundary	Ledger dependence and semantic extractor-completeness boundary	Current-package instantiation	proof=True/True
5054	corollary	cor:row-frozen-current-package-invariance	Row-frozen current-package invariance	Current-package instantiation	proof=True/True
5096	theorem	thm:current-package-extension-coordinate-rigidity	Current-package extension-coordinate rigidity	Current-package instantiation	proof=True/True
5189	theorem	thm:current-package-semantic-non-escalation	Current-package semantic non-escalation	Current-package instantiation	proof=True/True
5255	theorem	thm:named-boundary-positive-coordinate-classification	Named boundary positive-coordinate classification	Current-package instantiation	proof=True/True
5365	corollary	cor:current-package-path-verified-instantiation	Current package path-verified ledger-relative instantiation	Current-package instantiation	proof=True/True
5472	lemma	lem:gate-witness-criterion	Gate-witness criterion	Case-study witness protocol	proof=True/True
5497	proposition	prop:path-complete-case-witnesses	Path-complete historical case-audit witnesses	Case-study witness protocol	proof=True/True
5625	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	Case studies	proof=True/True
5684	theorem	thm:case-witness-skeleton-rigidity	Historical case-audit skeleton rigidity	Case studies	proof=True/True
5827	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	Primary--supplement interface	proof=True/True
5878	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	Primary--supplement interface	proof=True/True
5924	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	Primary--supplement interface	proof=True/True
5954	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	Primary--supplement interface	proof=True/True
6003	proposition	prop:dated-venue-record-instantiation	Dated venue-record instantiation	Primary--supplement interface	proof=True/True
6054	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	Primary--supplement interface	proof=True/True
6125	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	Primary--supplement interface	proof=True/True
6217	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	Primary--supplement interface	proof=True/True
6284	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	Primary--supplement interface	proof=True/True
6325	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction	Primary--supplement interface	proof=True/True
6400	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Primary--supplement interface	proof=True/True
6520	proposition	prop:artifact-validation-gate-unique-semantic-upgrade	Artifact-validation gate is the unique semantic upgrade	Primary--supplement interface	proof=True/True
6559	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Primary--supplement interface	proof=True/True
6634	theorem	thm:three-boundary-upgrade-sharpness	Three-boundary upgrade sharpness	Primary--supplement interface	proof=True/True
6759	theorem	thm:primary-to-support-dependency-completeness	Primary-to-support dependency completeness	Primary--supplement interface	proof=True/True
6827	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Primary--supplement interface	proof=True/True
6892	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Primary--supplement interface	proof=True/True
6964	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Primary--supplement interface	proof=True/True
7211	theorem	thm:exact-inclusion-support-surface-realization	Finite-record support invariant: exact-inclusion support surface	Subordinate support-boundary ledger	proof=True/True
7255	theorem	thm:public-branch-archive-equivalent-realization	Finite-record support invariant: public branch locator criterion	Subordinate support-boundary ledger	proof=True/True
7317	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Subordinate support-boundary ledger	proof=True/True
7371	theorem	thm:final-support-surface-closure	Finite-record support invariant: final support-surface closure	Subordinate support-boundary ledger	proof=True/True
7495	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Subordinate support-boundary ledger	proof=True/True
7588	theorem	thm:support-surface-normal-form	Finite-record support invariant: bundle-backed normal form	Subordinate support-boundary ledger	proof=True/True
7655	theorem	thm:support-surface-invariant-compression	Finite-record support invariant compression	Subordinate support-boundary ledger	proof=True/True
7720	theorem	thm:upload-or-archive-instantiation-boundary	Finite-record upload-boundary invariant	Subordinate support-boundary ledger	proof=True/True
7763	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Subordinate support-boundary ledger	proof=True/True
7786	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Subordinate support-boundary ledger	proof=True/True
7828	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Subordinate support-boundary ledger	proof=True/True
7917	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Subordinate support-boundary ledger	proof=True/True
7970	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Subordinate support-boundary ledger	proof=True/True
8002	theorem	thm:digest-closure-refresh-criterion	Finite-record digest-refresh invariant for final package claims	Subordinate support-boundary ledger	proof=True/True
8071	theorem	thm:submission-support-refresh-rigidity	Finite-record submission-support refresh invariant	Subordinate support-boundary ledger	proof=True/True
8143	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Subordinate support-boundary ledger	proof=True/True
8209	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Subordinate support-boundary ledger	proof=True/True
8256	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Subordinate support-boundary ledger	proof=True/True
8317	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Subordinate support-boundary ledger	proof=True/True
8387	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Subordinate support-boundary ledger	proof=True/True
8435	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Subordinate support-boundary ledger	proof=True/True
8487	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Subordinate support-boundary ledger	proof=True/True
8536	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Subordinate support-boundary ledger	proof=True/True
8572	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Subordinate support-boundary ledger	proof=True/True
8629	theorem	thm:post-inventory-finite-record-realization	Finite-record post-inventory realization invariant	Subordinate support-boundary ledger	proof=True/True
8709	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Subordinate support-boundary ledger	proof=True/True
8781	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	Subordinate support-boundary ledger	proof=True/True
8823	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Subordinate support-boundary ledger	proof=True/True
8849	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Subordinate support-boundary ledger	proof=True/True
8905	corollary	cor:current-local-support-normal-form	Current local-support normal form	Subordinate support-boundary ledger	proof=True/True
8960	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Subordinate support-boundary ledger	proof=True/True
9014	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Subordinate support-boundary ledger	proof=True/True
9045	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence	Subordinate support-boundary ledger	proof=True/True
9098	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion	Subordinate support-boundary ledger	proof=True/True
9158	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Command-run boundary	proof=True/True
9251	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate	Command-run boundary	proof=True/True
9293	theorem	thm:final-local-support-state-reconciliation	Finite-record support-state reconciliation invariant	Command-run boundary	proof=True/False
9441	theorem	thm:presentation-route-five-interface-sharpness	Supplement-level presentation-route five-interface sharpness	Command-run boundary	proof=True/True
9589	theorem	thm:presentation-route-stronger-reading-classifier	Supplement-level presentation-route stronger-reading classifier	Command-run boundary	proof=True/True
9702	theorem	thm:end-to-end-upgrade-decomposition-obstruction	End-to-end upgrade decomposition obstruction	Command-run boundary	proof=True/True
9767	corollary	cor:presentation-summary-non-escalation	Presentation-summary non-escalation	Command-run boundary	proof=True/True
9827	theorem	thm:submission-support-fixed-point-normal-form	Finite-record support-coordinate fixed-point normal form	Command-run boundary	proof=True/True
9895	theorem	thm:post-inventory-support-coordinate-dichotomy	Finite-record post-inventory support-coordinate dichotomy	Command-run boundary	proof=True/True
9951	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	Command-run boundary	proof=True/True
10000	theorem	thm:post-inventory-package-fixed-point	Finite-record post-inventory support-coordinate fixed point	Command-run boundary	proof=True/True
10099	corollary	cor:current-post-inventory-realization	Current post-inventory realization	Command-run boundary	proof=True/True
10136	theorem	thm:current-inventory-artifact-realization	Finite-record current inventory support-coordinate realization	Command-run boundary	proof=True/True
10228	theorem	thm:current-command-result-closure	Finite-record current command-result closure	Command-run boundary	proof=True/True
10274	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	Command-run boundary	proof=True/True
10326	proposition	prop:current-round-six-verifier-support-realization	Current round-six verifier and support-coordinate realization	Command-run boundary	proof=True/True
10383	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple	Command-run boundary	proof=True/True
10432	proposition	prop:post-inventory-freshness-obstruction	Post-inventory freshness obstruction	Command-run boundary	proof=True/True
10472	proposition	prop:three-coordinate-submission-support-closure	Three-coordinate submission-support closure	Command-run boundary	proof=True/True
10537	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary	Command-run boundary	proof=True/True
10588	proposition	prop:current-absence-external-support-surface-instantiation	Current absence of external support-surface instantiation	Command-run boundary	proof=True/True
10645	proposition	prop:final-support-coordinate-refresh-closure	Final support-coordinate refresh closure	Command-run boundary	proof=True/True
10704	corollary	cor:manifest-required-theorem-inventory-fixed-point	Manifest-required theorem-inventory fixed point	Command-run boundary	proof=True/True
10752	theorem	thm:four-coordinate-submission-support-skeleton	Finite-record four-coordinate submission-support skeleton	Command-run boundary	proof=True/True
10863	corollary	cor:final-local-fixed-point-external-normal-form	Final local fixed-point and external-support normal form	Command-run boundary	proof=True/True
10925	proposition	prop:accepted-byte-post-inventory-support-coordinate	Accepted-byte post-inventory support coordinate	Command-run boundary	proof=True/True
11014	theorem	thm:current-package-no-free-upgrade-closure	Finite-record current-package no-free-upgrade closure	Command-run boundary	proof=True/False
11163	theorem	thm:terminal-five-coordinate-closure	Terminal five-coordinate closure for the presentation package	Command-run boundary	proof=True/True
11237	theorem	thm:five-issue-coordinate-normal-form	Five-issue coordinate normal form	Command-run boundary	proof=True/True
11312	theorem	thm:stage-a2-round-three-issue-coordinate-discharge	Stage--A2 round-three issue-coordinate discharge	Command-run boundary	proof=True/True
11366	proposition	prop:exact-stage-a2-issue-skeleton	Exact Stage--A2 issue skeleton	Command-run boundary	proof=True/True
11437	corollary	cor:stage-a2-round-three-support-chain-closure	Round-three support-chain closure	Command-run boundary	proof=True/True
11467	corollary	cor:presentation-route-support-coordinate-normal-form	Presentation-route support-coordinate normal form	Command-run boundary	proof=True/True
