872	890	theorem	thm:public-source-reachability-non-escalation	Public-source reachability non-escalation	section: Architecture	proof=892-924	In the current source package, the citation \cite{bedc-newmath-source} and the commit string \path{3fb3d6a0641767388a401883062aa522ea0b397b} serve only as the public-source coordinate for the imported newmath workspace. The load-bearing source-interface premise used by Theorem~\r
926	940	corollary	cor:public-source-coordinate-exactness	Public-source coordinate exactness	section: Architecture	proof=942-962	For the present source package, any load-bearing statement containing the public source citation \cite{bedc-newmath-source} and the pinned commit \path{3fb3d6a0641767388a401883062aa522ea0b397b} factors through exactly the bounded coordinates of Theorem~\ref{thm:public-source-reac
964	984	theorem	thm:source-interface-semantic-completeness-obstruction	Source-interface semantic-completeness obstruction	section: Architecture	proof=986-1020	Under the source-interface surface certified by Lemma~\ref{lem:source-interface-extraction-correctness} and Theorem~\ref{thm:bounded-source-interface-maximality}, every accepted imported discovery-gate premise factors through the five finite fields listed in Theorem~\ref{thm:boun
1022	1038	proposition	prop:source-interface-evidence-level-separation	Source-interface evidence-level separation	section: Architecture	proof=1040-1066	Let $r$ be any accepted manuscript claim whose discovery component cites one of the imported labels in Table~\ref{tab:source-interface-record}. If $r$ uses only Lemma~\ref{lem:source-interface-extraction-correctness}, then the imported-label premise of $r$ is accepted only at the
1141	1320	definition	def:operational-acceptance-interface	Operational acceptance interface	subsection: Abstract finite-record interface	proof=None	A \emph{claim} is a manuscript assertion that can affect a mathematical, artifact, route, or submission decision. A \emph{load-bearing claim} is a claim whose removal would change a theorem statement, a case-study conclusion, or the submission-readiness status. An \emph{advisory 
1322	1352	definition	def:record-gate-soundness-external-interface	Record-gate soundness external interface	subsection: Abstract finite-record interface	proof=None	The external record-gate interface for a package is the finite predicate \[ \mathsf{RGS}_{S}(P,L,\Gamma) \] with the following inputs and outputs. Its inputs are exactly a package $P$, a submitted support surface $S$, a finite acceptance ledger $L$, and the deterministic
1354	1366	proposition	prop:record-gate-soundness-external-interface-exactness	Record-gate interface equivalence and non-claim boundary	subsection: Abstract finite-record interface	proof=1368-1396	For the operational acceptance interface of Definition~\ref{def:operational-acceptance-interface}, the standalone interface in Definition~\ref{def:record-gate-soundness-external-interface} is equivalent to the predicate $\mathsf{RGS}_{S}(P,L,\Gamma)$ used in the publication-safet
1398	1420	definition	def:stronger-reading-preorder	Stronger-reading preorder	subsection: Abstract finite-record interface	proof=None	Fix the dispatch table $\Gamma$ and certificate tuple $\mathcal C(c)=(K,\ell,E,H,R,D,B)$ of Definition~\ref{def:operational-acceptance-interface}. A proposed reading $c^{+}$ of the same prose claim is \emph{record-stronger} than $c$, written $c\preceq_{\Gamma} c^{+}$, if at least
1422	1460	definition	def:certificate-schema-acceptance-table	Certificate-schema acceptance table	subsection: Abstract finite-record interface	proof=None	Fix the seven-kind dispatch table $\Gamma$ of Definition~\ref{def:operational-acceptance-interface}. The verifier input for a load-bearing claim $c$ is the following finite record type: \[ \mathcal C(c)= \{K,\ell,E,H,R,D,B\}. \] Its typed fields are these and only these: $K$ is a
1462	1482	proposition	prop:finite-certificate-schema-verifier	Finite certificate schema verifier as a record check	subsection: Abstract finite-record interface	proof=1484-1526	For every load-bearing manuscript claim $c$ whose component kinds lie in the seven-kind domain, $V(c,\mathcal C)$ is a finite, prose-insensitive record-schema verifier for the declared publication certificate. The submitted package instantiates $V$ by the script
1528	1562	theorem	thm:verifier-input-output-contract	Verifier input--predicate--output contract	subsection: Abstract finite-record interface	proof=1564-1593	The verifier interface used by the publication-safety theorem is exactly the following finite mathematical-software contract. Its input is a pair $(c,\mathcal C(c))$, where $c$ is a load-bearing manuscript claim and \(\mathcal C(c)=(K,\ell,E,H,R,D,B)\) is the certificate record o
1595	1613	theorem	thm:auditable-compiler-boundary-completeness	Auditable compiler-boundary completeness	subsection: Abstract finite-record interface	proof=1615-1651	For the architecture of Definition~\ref{def:architecture-axis-map} and the finite verifier of Theorem~\ref{thm:verifier-input-output-contract}, the software contribution certified by Theorem~\ref{thm:publication-safety-interface} is exactly the following compiler-boundary propert
1653	1689	theorem	thm:finite-verifier-normal-form	Executable-record verifier normal form	subsection: Abstract finite-record interface	proof=1691-1727	Fix the dispatch table $\Gamma$, the submitted support surface $S$, and the finite certificate schema of Definition~\ref{def:certificate-schema-acceptance-table}. There is a deterministic verifier \[ \mathsf{Check}_{\Gamma,S}(c,K,\ell,E,H,R,D,B) \] with the following presentation
1729	1754	theorem	thm:record-acceptance-exactness	Schema-relative executable-record acceptance exactness	subsection: Abstract finite-record interface	proof=1756-1787	Fix the seven-kind dispatch table $\Gamma$, the two evidence levels, and the typed certificate tuple $\mathcal C(c)=(K,\ell,E,H,R,D,B)$ of Definition~\ref{def:certificate-schema-acceptance-table}. For every load-bearing claim $c$ and every finite candidate certificate $\mathcal C
1789	1806	corollary	cor:executable-schema-exactness-negative-fixture	Executable schema exactness and negative fixture	subsection: Abstract finite-record interface	proof=1808-1826	Under the hypotheses and fixed schema of Theorem~\ref{thm:record-acceptance-exactness}, the executable verifier instance \path{review_bundle/verify_certificate_records.py} is a finite witness of the same schema-relative relation, not an additional semantic oracle. On the positive
1828	1849	theorem	thm:finite-coordinate-determination-boundary	Finite-coordinate determination and trust-boundary classifier	subsection: Abstract finite-record interface	proof=1851-1888	Fix the dispatch table $\Gamma$ and the verifier $V$. Let $F_{\Gamma}$ be the finite schema projection read by $V$ from a certificate record, namely the claim-kind set, declared evidence level, evidence surface, promotion field, gate-pass rows, discovery-source rows, command-boun
1890	1922	theorem	thm:record-interface-rigidity	Record-interface rigidity and refresh fixed point	subsection: Abstract finite-record interface	proof=1924-1988	Fix a package $P$, submitted support surface $S$, finite ledger $L$, dispatch table $\Gamma$, and certificate tuple $\mathcal C(c)=(K,\ell,E,H,R,D,B)$ for each accepted load-bearing claim $c\in L$. Let $\pi_{\Gamma,S}(P,L)$ be the finite projection consisting of the
1990	2016	theorem	thm:record-gate-implementation-overclaim-obstruction	Record-gate implementation overclaim obstruction	subsection: Abstract finite-record interface	proof=2018-2057	The hypotheses of Theorem~\ref{thm:publication-safety-interface} and the fixed point of Theorem~\ref{thm:record-interface-rigidity} determine finite certificate construction under the external record-gate interface \(\mathsf{RGS}_{S}(P,L,\Gamma)\), but they do not determine corre
2059	2072	corollary	cor:finite-record-acceptance-not-implementation-soundness	Finite-record acceptance is not implementation soundness	subsection: Abstract finite-record interface	proof=2074-2096	The acceptance and fixed-point conclusions of Theorem~\ref{thm:record-interface-rigidity} and Theorem~\ref{thm:record-gate-implementation-overclaim-obstruction} are finite record conclusions only. They do not imply Lean rebuild success, BEDC source-tree rebuild success, publicati
2098	2128	proposition	prop:machine-readable-certificate-records	Machine-readable certificate records	subsection: Abstract finite-record interface	proof=2130-2198	For the current presentation package, the finite record checker $V$ of Proposition~\ref{prop:finite-certificate-schema-verifier}, with the record-acceptance semantics of Theorem~\ref{thm:record-acceptance-exactness}, has an executable record-level instance over the review bundle,
2200	2223	theorem	thm:executable-record-non-escalation	Executable record non-escalation	subsection: Abstract finite-record interface	proof=2225-2256	Let $F$ be the finite field projection read by \path{review_bundle/verify_certificate_records.py}: manifest-field presence, entries $a_1$--$a_6$, claim-kind membership, evidence-level membership, assigned-gate coverage, pass-record fields, evidence-level agreement,
2258	2282	theorem	thm:executable-certificate-construction-invariant	Executable certificate-construction invariant	subsection: Abstract finite-record interface	proof=2284-2324	For the submitted review bundle, let $G$ be the union of the finite fields read by the two executable verifiers \path{review_bundle/verify_source_interface_record.py} and \path{review_bundle/verify_certificate_records.py}. Thus $G$ contains the ten source-interface table triples,
2326	2333	proposition	prop:claim-kind-dispatch	Deterministic claim-kind dispatch	subsection: Abstract finite-record interface	proof=2335-2345	For every load-bearing manuscript claim whose kind lies in the seven-kind domain above, $\Gamma$ assigns a unique finite set of deterministic gates. In a pipeline that is record-gate-sound for acceptance, a mixed load-bearing claim may be used as accepted work only if its accepta
2347	2377	theorem	thm:mixed-claim-projection-obstruction	Mixed-claim projection obstruction	subsection: Abstract finite-record interface	proof=2379-2408	Let $c$ be a load-bearing mixed claim with nonempty component-kind set $K\subseteq\mathsf{Dom}(\Gamma)$ and submitted candidate certificate $\mathcal C(c)=(K,\ell,E,H,R,D,B)$. For a nonempty subset $J\subseteq K$, write \[ G_J=\bigcup_{k\in J}\Gamma(k) \] and let $c_J$ denote the
2410	2450	theorem	thm:concrete-finite-script-implementation-soundness	Concrete finite-script projection-contract boundary	subsection: Abstract finite-record interface	proof=2452-2505	Let $S$ be the submitted support surface containing \path{review_bundle/certificate_schema.json}, \path{review_bundle/current_package_pass_records.json}, \path{review_bundle/submission_interface_map.json}, \path{review_bundle/primary_claim_inventory.json}, \path{source_interface_
2508	2511	corollary	cor:finite-script-rgs-instantiation-boundary	Finite-script projection instantiation boundary	subsection: Abstract finite-record interface	proof=2513-2517	Assume the hypotheses of Theorem~\ref{thm:concrete-finite-script-implementation-soundness} and suppose the submitted command-run records for the four named scripts have exit code $0$. Then the only command-run coordinate instantiated for those scripts is the schema-level finite p
2518	2547	theorem	thm:assigned-gate-soundness-audit-boundary	Assigned-gate soundness audit boundary	subsection: Abstract finite-record interface	proof=2549-2585	Let $P$ be a finite submitted package with pass-record ledger $L$, dispatch table $\Gamma$, and submitted support surface $S$. For a load-bearing claim $c$, write $G(c)=\bigcup_{k\in K(c)}\Gamma(k)$ for the finite set of gates assigned to its claim-kind set. The package may use a
2587	2621	theorem	thm:six-coordinate-gate-implementation-soundness-skeleton	Six-coordinate gate-implementation soundness skeleton	subsection: Abstract finite-record interface	proof=2623-2662	Let $g$ be a concrete gate whose row is used by the publication-safety theorem chain for a load-bearing claim $c$. A submitted support surface $S$ upgrades the row-level record-gate reading for $g$ to gate-implementation soundness only if $S$ contains a finite implementation-soun
2664	2688	theorem	thm:finite-certificate-obstruction-skeleton	Finite certificate obstruction skeleton	subsection: Abstract finite-record interface	proof=2690-2763	Let $c$ be a load-bearing manuscript claim whose component kinds lie in the seven-kind domain. The verifier of Proposition~\ref{prop:finite-certificate-schema-verifier} gives the following complete audit classification at the declared evidence level. A certificate for
2765	2803	theorem	thm:finite-extension-budget-normal-form	Finite extension-budget normal form	subsection: Abstract finite-record interface	proof=2805-2850	Fix the dispatch table $\Gamma$, the finite certificate schema, and an accepted finite certificate \(\mathcal C(c)=(K,\ell,E,H,R,D,B)\) for a load-bearing package claim $c$. Let $c^{+}$ be a proposed stronger reading of the same row which is not record-equivalent to $c$ in the se
2852	2881	theorem	thm:finite-record-certificate-calculus-spine	Finite-record certificate calculus spine	subsection: Abstract finite-record interface	proof=2883-2927	Fix a submitted surface $S$, acceptance ledger $L$, dispatch table $\Gamma$, and schema verifier $V$ as in Theorem~\ref{thm:publication-safety-interface}. For the presentation-only route, every load-bearing support assertion used by the publication-safety theorem chain is classif
2929	2958	proposition	prop:publication-safety-dependency-normal-form	Dependency normal form for the publication-safety chain	subsection: Abstract finite-record interface	proof=2960-2994	Let $c$ be a load-bearing claim whose certificate \(\mathsf{Cert}_{\Gamma}(c)=\mathcal C(c)=(K,\ell,E,H,R,D,B)\) is constructed by the finite schema verifier from the submitted surface $S$, ledger $L$, and dispatch table $\Gamma$. Then every use of the publication-safety interfac
2996	3001	proposition	prop:gate-interface-separation	Gate-interface separation	subsection: Abstract finite-record interface	proof=3003-3018	The promotion, overlap, submission-state, and theorem-content delta gates are separate deterministic interfaces. None can be replaced by passage of another one when a load-bearing claim has the corresponding component. \end{proposition}
3020	3038	corollary	cor:human-promotion-daemon-active-track-separation	Human promotion is not daemon-visible active-track equivalence	subsection: Abstract finite-record interface	proof=3040-3066	In the operational interface of Definition~\ref{def:operational-acceptance-interface}, a human-promotion record and daemon-visible active-paper markers are not interchangeable certificate fields. More precisely, let $c$ be any route-boundary claim whose accepted certificate is
3068	3081	proposition	prop:scheduler-selection-advisory	Scheduler selection is advisory before discovery gating	subsection: Abstract finite-record interface	proof=3083-3106	Let $s$ be a scheduler or critical-path score attached to a candidate claim $c$. If $s$ recommends selecting $c$, then the recommendation is a work-selection claim and by itself can only pass the scheduler gate. If $c$ is also asserted to be a discovery or classifier-shifting con
3149	3165	proposition	prop:publication-safety-minimal-bad-record-witness	Minimal bad-record witness for command-run escalation	subsection: Abstract finite-record interface	proof=3167-3192	In the operational interface of Definition~\ref{def:operational-acceptance-interface}, let $r$ be a submitted claim record whose claim-kind set is \{route\}, whose evidence level is declared to be command-run, and whose boundary field contains no command-run tuple
3193	3265	theorem	thm:publication-safety-interface	Bounded software-audit interface under record-gate soundness	subsection: Abstract finite-record interface	proof=3267-3324	Consider a theory-to-paper pipeline with the operational interface above and a finite submitted record surface consisting only of the manuscript source, printed tables, submitted manifests, uploaded review-bundle records, recorded logs, and explicitly declared historical boundari
3326	3347	theorem	thm:gate-implementation-soundness-upgrade-obstruction	Gate implementation-soundness upgrade obstruction	subsection: Abstract finite-record interface	proof=3349-3385	Let $c$ be a claim accepted by Theorem~\ref{thm:publication-safety-interface} through the record-gate-soundness hypothesis, and let $c^{\mathrm{impl}}$ be a proper strengthening asserting implementation soundness of one or more concrete gate programs used to construct or check th
3493	3522	theorem	thm:finite-record-certificate-rigidity	Finite-record certificate rigidity	subsection: Abstract finite-record interface	proof=3524-3573	Fix the finite submitted record surface $S$, acceptance ledger $L$, dispatch table $\Gamma$, and schema verifier $V$ used in Theorem~\ref{thm:publication-safety-interface}. Assume the same record-gate soundness and source-interface hypotheses as that theorem. For every accepted
3575	3630	theorem	thm:boundary-axis-non-escalation-exactness	Boundary-axis exact non-escalation	subsection: Abstract finite-record interface	proof=3632-3709	Assume the hypotheses of Theorem~\ref{thm:publication-safety-interface}, and let \(c\) be any load-bearing claim accepted by the finite certificate constructed there. The following five stronger readings of \(c\), when they are not already record-equivalent to \(c\), are accepted
3711	3757	theorem	thm:mixed-interface-overclaim-skeleton	Mixed-interface overclaim skeleton	subsection: Abstract finite-record interface	proof=3759-3815	Assume the hypotheses of Theorem~\ref{thm:publication-safety-interface}. Let $c$ be an accepted load-bearing claim whose proof uses one or more of the following interface families: record-gate passage, bounded source-interface import, current-package ledger rows, manifest-bounded
3817	3866	theorem	thm:presentation-scoped-boundary-normal-form	Package-local boundary normal form for the presentation package	subsection: Abstract finite-record interface	proof=3868-3935	Assume the submitted package is evaluated only through the finite-record interface of Theorem~\ref{thm:publication-safety-interface}. Then every accepted load-bearing claim using one of the five interface components below has the stated maximal bounded reading, and every strictly
3936	3984	theorem	thm:five-axis-upgrade-obstruction	Package-local five-axis upgrade obstruction	subsection: Abstract finite-record interface	proof=3986-4032	Assume the hypotheses of Theorem~\ref{thm:publication-safety-interface}. Let $c$ be an accepted load-bearing claim in this presentation package, evaluated with this paper's finite schema, submitted support surface, dispatch table $\Gamma$, and boundary axis map, whose proof uses 
4046	4117	theorem	thm:current-boundary-skeleton-non-gluing	Current package-local boundary skeleton and non-gluing lower bound	subsection: Abstract finite-record interface	proof=4119-4170	Assume the support-surface hypotheses used by the current-package instantiation, including the six-row state $P^{+}_{6}$ of Theorem~\ref{thm:current-package-certificate-exactness}, the finite-script projection records of Theorem~\ref{thm:concrete-finite-script-implementation-soun
4185	4213	proposition	prop:certificate-constructor-bad-subrecord-extractor	Certificate constructor and bad-subrecord extractor	subsection: Abstract finite-record interface	proof=4215-4247	Assume the four finite-record hypotheses of Theorem~\ref{thm:publication-safety-interface}. For every ledger row \(c\) there is a deterministic partial constructor \[ \mathsf{Cert}_{\Gamma}(c)=(K,\ell,E,H,R,D,B) \] and a deterministic extractor \(\mathsf{Bad}_{\Gamma}(c)\) with t
4249	4268	proposition	prop:publication-safety-maximality	Finite-record maximality	subsection: Abstract finite-record interface	proof=4270-4291	Under the hypotheses of Theorem~\ref{thm:publication-safety-interface}, the constructed certificate is maximal with respect to the finite submitted record surface, in the dependency order isolated in Proposition~\ref{prop:publication-safety-dependency-normal-form}. More
4293	4317	corollary	cor:publication-safety-current-package-instance	Current-package bounded source-level audit instance	subsection: Abstract finite-record interface	proof=4319-4340	For the current package, assume the support-surface condition later closed by Theorem~\ref{thm:final-support-surface-closure}: the exact supplemental \path{review_bundle/} directory is uploaded with the submission, or an archive-equivalent replacement with matching final digest r
4342	4356	corollary	cor:finite-record-gate-soundness-boundary	Finite-record boundary for external gate soundness	subsection: Abstract finite-record interface	proof=4358-4387	Under the hypotheses of the finite-record interface theorem, Theorem~\ref{thm:publication-safety-interface}, the publication-safety conclusion is invariant under replacement of the surrounding implementation by any other implementation with the same submitted acceptance
4389	4425	theorem	thm:implementation-soundness-extension-criterion	Boundary extension criterion for implementation-soundness readings	subsection: Abstract finite-record interface	proof=4427-4473	Fix the dispatch table $\Gamma$ and the finite certificate schema of Proposition~\ref{prop:finite-certificate-schema-verifier}. A reading of a load-bearing package claim as an implementation-soundness claim is accepted by the same publication-safety interface if and only if the s
4475	4495	corollary	cor:submitted-gate-implementation-contract-dichotomy	Submitted gate-implementation contract dichotomy	subsection: Abstract finite-record interface	proof=4497-4522	Fix the package ledger $L$, support surface $S$, and dispatch table $\Gamma$ of the publication-safety interface. A claim that the actual gate-producing daemons or human workflow of the package satisfy record-gate soundness is accepted by the theorem chain of this paper only in t
4524	4552	theorem	thm:external-interface-projection-no-free-upgrade	External-interface projection and no-free-implementation upgrade	subsection: Abstract finite-record interface	proof=4554-4584	Fix a package $P$, submitted surface $S$, acceptance ledger $L$, and dispatch table $\Gamma$. Let $\pi(P,S,L,\Gamma)$ be the finite record projection that retains only the fields read by the certificate schema: claim kinds, evidence levels, submitted evidence pointers, human-prom
4624	4663	proposition	prop:current-package-acceptance-certificate-ledger	Current-package acceptance and certificate ledger	subsection: Primary-claim inventory audit	proof=4665-4721	Let $P^{+}$ be the finite current package consisting of the primary source \path{submission_abstract.tex}, this supplement \path{main.tex}, and, under the exact-or-archive-equivalent support-surface condition of Proposition~\ref{audit:review-bundle-availability-condition},
4734	4802	theorem	thm:current-package-certificate-exactness	Current-package bounded schema-relative certificate exactness	subsection: Current-package instantiation	proof=4804-4889	For the six-row finite current-package state $P^{+}_{6}$ of Proposition~\ref{prop:current-package-acceptance-certificate-ledger}, assume the support-surface availability condition of Theorem~\ref{thm:final-support-surface-closure}: the submitted supplemental material contains the
4892	4914	theorem	thm:manual-ledger-dependence-boundary	Ledger dependence and semantic extractor-completeness boundary	subsection: Current-package instantiation	proof=4916-4969	For the current package, the exactness assertions in Proposition~\ref{prop:current-package-acceptance-certificate-ledger}, Theorem~\ref{thm:current-package-certificate-exactness}, and Theorem~\ref{thm:theorem-obligation-ledger-boundary} are exactly finite-record
4971	4987	corollary	cor:row-frozen-current-package-invariance	Row-frozen current-package invariance	subsection: Current-package instantiation	proof=4989-5011	Under the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}, the current-package acceptance decision factors through the six displayed rows \(a_1,\ldots,a_6\) and their certificate fields only. Any two ambient repository, daemon, artifact, or v
5013	5049	theorem	thm:current-package-extension-coordinate-rigidity	Current-package extension-coordinate rigidity	subsection: Current-package instantiation	proof=5051-5104	Assume the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}. Let \(P^{+}_{6}\) be the accepted six-row current-package state and let \(F_{6}\) be its finite schema projection: the row identifiers \(a_1,\ldots,a_6\), their tuples
5106	5131	theorem	thm:current-package-semantic-non-escalation	Current-package semantic non-escalation	subsection: Current-package instantiation	proof=5133-5170	Let $P^{+}_{6}$ be the six-row current-package state of Theorem~\ref{thm:current-package-certificate-exactness}, and assume the same support-surface availability condition. For each accepted row $a_i$ with certificate \(\mathcal C(a_i)=(K_i,\ell_i,E_i,H_i,R_i,D_i,B_i)\), the foll
5172	5219	theorem	thm:named-boundary-positive-coordinate-classification	Named boundary positive-coordinate classification	subsection: Current-package instantiation	proof=5221-5280	Assume the support-surface hypotheses of Theorem~\ref{thm:current-package-certificate-exactness}. Let $F_{6}$ be the finite six-row projection of Theorem~\ref{thm:current-package-extension-coordinate-rigidity}. Consider a proposed strengthened reading of one of the following six 
5282	5313	corollary	cor:current-package-path-verified-instantiation	Current package path-verified instantiation	subsection: Current-package instantiation	proof=5315-5352	For the current presentation package, let $P$ be the finite package consisting of the primary source \path{submission_abstract.tex}, this supplement \path{main.tex}, and the exact-or-archive-equivalent review-bundle support surface of Proposition~\ref{audit:review-bundle-availabi
5385	5396	lemma	lem:gate-witness-criterion	Gate-witness criterion	subsection: Case-study witness protocol	proof=5398-5408	A case record is a historical path-verified witness for the safety interface when it names the source or artifact snapshot surface, the invariant that failed, the gate decision recorded for that snapshot, and the safe manuscript lesson. Under the finite-record interface theorem,
5410	5434	proposition	prop:path-complete-case-witnesses	Path-complete case witnesses	subsection: Case-study witness protocol	proof=5436-5483	Suppose a case-study row is used as load-bearing evidence for the finite-record interface theorem, Theorem~\ref{thm:publication-safety-interface}. If the row is path-complete in the sense above, then the row supplies exactly the evidence surface required for a path-verified histo
5538	5556	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	section: Case studies	proof=5558-5595	For the four case-study rows in Table~\ref{tab:case-witnesses}, the review bundle contains a finite external-review surface for every local case path used by the paper. The Newmath block has two local paths, the upper-fibers block has five local paths, the fake-extension block ha
5597	5628	theorem	thm:case-witness-skeleton-rigidity	Case-witness skeleton rigidity	section: Case studies	proof=5630-5671	Let \(r\) be one of the four case-study rows in Table~\ref{tab:case-witnesses}, and assume the path-completeness and review-bundle coverage conclusions of Propositions~\ref{prop:path-complete-case-witnesses} and \ref{prop:review-bundle-case-snapshot-coverage}. Then the accepted i
5740	5764	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	subsection: Primary--supplement interface	proof=5766-5789	Assume that, immediately before the actual upload action or at a time explicitly recorded as unchanged for that action, the final submitted support surface contains either the venue-check record \path{VENUE_CHECK.md} and log \path{VENUE_CHECK_RUN_2026-06-04.log}, the later local-
5791	5807	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	subsection: Primary--supplement interface	proof=5809-5835	Let $U$ be the finite dated venue record consisting of the official call URL, the submission-form URL, the style-guideline URL, the observation date and time, the HTTP-status run witness \path{VENUE_CHECK_RUN_2026-06-04.log} or the later rerun witness \path{review_bundle/VENUE_BI
5837	5851	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	subsection: Primary--supplement interface	proof=5853-5865	The venue check recorded at \path{VENUE_CHECK_RUN_2026-06-04.log}, with local observation time \path{2026-06-04 10:15 Asia/Singapore}, is a historical venue record. For the present post-2026-06-04 source state it is superseded, for local readiness only, by the rerun log
5867	5891	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	subsection: Primary--supplement interface	proof=5893-5914	The logs \path{VENUE_CHECK_RUN_2026-06-04.log} and \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log} are dated local-readiness records. For the current package they certify only the venue rule state observed at their recorded observation times. The current source
5916	5933	proposition	prop:dated-venue-record-instantiation	Dated venue-record instantiation	subsection: Primary--supplement interface	proof=5935-5948	The files \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.log} and \path{review_bundle/VENUE_BIBLIOGRAPHY_LIVE_CHECK_2026-06-09.md} instantiate the dated local-readiness branch required by Corollary~\ref{cor:upload-time-venue-compliance-record-requirement}. Their fin
5967	5987	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	subsection: Primary--supplement interface	proof=5991-6036	Assume only the dated venue-rule records currently named in this source package, with no upload receipt, no completed-upload timestamp, no archive-equivalent locator, and no unchanged-rule statement for a completed upload. Then the current package is submission-pack ready for thi
6038	6048	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	subsection: Primary--supplement interface	proof=6052-6063	For the current presentation-only route, the primary artifact, long technical supplement, and review bundle have distinct review roles. The primary source \path{submission_abstract.tex} states the presentation claim, \path{main.tex} proves the long-form interface theorems and rec
6130	6153	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	subsection: Primary--supplement interface	proof=6155-6195	For the current presentation package, the Lean-facing assertions in rows \path{pc3} and \path{pc4} of Table~\ref{tab:primary-claim-inventory} are accepted only as bounded contextual interfaces, not as accepted formal-source claims. The accepted certificate surface is the traceabi
6197	6208	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	subsection: Primary--supplement interface	proof=6210-6236	In the current presentation package, no manuscript sentence about the Lean/BEDC source interface can be promoted from bounded contextual interface evidence to an accepted formal-source claim unless the certificate is enlarged by an accepted formal-source row containing build-gate
