2018	theorem	thm:executable-certificate-construction-invariant	Executable certificate-construction invariant	Operational interface
2086	proposition	prop:claim-kind-dispatch	Deterministic claim-kind dispatch	Operational interface
2107	theorem	thm:mixed-claim-projection-obstruction	Mixed-claim projection obstruction	Operational interface
2170	theorem	thm:concrete-finite-script-implementation-soundness	Concrete finite-script projection-contract boundary	Operational interface
2268	corollary	cor:finite-script-rgs-instantiation-boundary	Finite-script projection instantiation boundary	Operational interface
2278	theorem	thm:assigned-gate-soundness-audit-boundary	Assigned-gate soundness audit boundary	Operational interface
2347	theorem	thm:finite-certificate-obstruction-skeleton	Finite certificate obstruction skeleton	Operational interface
2448	theorem	thm:finite-extension-budget-normal-form	Finite extension-budget normal form	Operational interface
2535	theorem	thm:finite-record-certificate-calculus-spine	Finite-record certificate calculus spine	Operational interface
2612	proposition	prop:publication-safety-dependency-normal-form	Dependency normal form for the publication-safety chain	Operational interface
2679	proposition	prop:gate-interface-separation	Gate-interface separation	Operational interface
2703	corollary	cor:human-promotion-daemon-active-track-separation	Human promotion is not daemon-visible active-track equivalence	Operational interface
2751	proposition	prop:scheduler-selection-advisory	Scheduler selection is advisory before discovery gating	Operational interface
2828	proposition	prop:publication-safety-minimal-bad-record-witness	Minimal bad-record witness for command-run escalation	Operational interface
2872	theorem	thm:publication-safety-interface	Bounded software-audit interface under record-gate soundness	Operational interface
3083	theorem	thm:finite-record-certificate-rigidity	Finite-record certificate rigidity	Operational interface
3165	theorem	thm:boundary-axis-non-escalation-exactness	Boundary-axis exact non-escalation	Operational interface
3301	theorem	thm:mixed-interface-overclaim-skeleton	Mixed-interface overclaim skeleton	Operational interface
3407	theorem	thm:presentation-scoped-boundary-normal-form	Package-local boundary normal form for the presentation package	Operational interface
3526	theorem	thm:five-axis-upgrade-obstruction	Package-local five-axis upgrade obstruction	Operational interface
3636	theorem	thm:current-boundary-skeleton-non-gluing	Current package-local boundary skeleton and non-gluing lower bound	Operational interface
3747	proposition	prop:certificate-constructor-bad-subrecord-extractor	Certificate constructor and bad-subrecord extractor	Operational interface
3811	proposition	prop:publication-safety-maximality	Finite-record maximality	Operational interface
3855	corollary	cor:publication-safety-current-package-instance	Current-package bounded source-level audit instance	Operational interface
3904	corollary	cor:finite-record-gate-soundness-boundary	Finite-record boundary for external gate soundness	Operational interface
3951	theorem	thm:implementation-soundness-extension-criterion	Boundary extension criterion for implementation-soundness readings	Operational interface
4037	corollary	cor:submitted-gate-implementation-contract-dichotomy	Submitted gate-implementation contract dichotomy	Operational interface
4086	theorem	thm:external-interface-projection-no-free-upgrade	External-interface projection and no-free-implementation upgrade	Operational interface
4186	proposition	prop:current-package-acceptance-certificate-ledger	Current-package acceptance and certificate ledger	Operational interface
4296	theorem	thm:current-package-certificate-exactness	Current-package bounded schema-relative certificate exactness	Operational interface
4420	theorem	thm:manual-ledger-dependence-boundary	Ledger dependence and semantic extractor-completeness boundary	Operational interface
4499	corollary	cor:row-frozen-current-package-invariance	Row-frozen current-package invariance	Operational interface
4541	theorem	thm:current-package-extension-coordinate-rigidity	Current-package extension-coordinate rigidity	Operational interface
4634	theorem	thm:current-package-semantic-non-escalation	Current-package semantic non-escalation	Operational interface
4700	theorem	thm:named-boundary-positive-coordinate-classification	Named boundary positive-coordinate classification	Operational interface
4810	corollary	cor:current-package-path-verified-instantiation	Current package path-verified instantiation	Operational interface
4913	lemma	lem:gate-witness-criterion	Gate-witness criterion	Gate summary
4938	proposition	prop:path-complete-case-witnesses	Path-complete case witnesses	Gate summary
5066	proposition	prop:review-bundle-case-snapshot-coverage	Review-bundle case-snapshot coverage	Case studies
5125	theorem	thm:case-witness-skeleton-rigidity	Case-witness skeleton rigidity	Case studies
5268	proposition	audit:fresh-venue-record-criterion	Fresh venue-record criterion	Evidence boundary
5311	theorem	thm:venue-rule-freshness-non-escalation	Venue-rule freshness non-escalation	Evidence boundary
5355	corollary	cor:historical-venue-record-non-escalation	Historical venue record non-escalation	Evidence boundary
5385	corollary	cor:upload-time-venue-compliance-record-requirement	Upload-time venue-compliance record requirement	Evidence boundary
5434	proposition	prop:round-five-venue-record-instantiation	Round-five venue-record instantiation	Evidence boundary
5485	proposition	audit:venue-submission-pack-gate	Venue-submission pack gate	Evidence boundary
5556	proposition	audit:submission-artifact-role-separation	Submission artifact role separation	Evidence boundary
5648	proposition	prop:formal-source-gate-instantiation	Formal-source gate instantiation	Evidence boundary
5715	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction	Evidence boundary
5756	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction	Evidence boundary
5831	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Evidence boundary
5951	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Evidence boundary
6026	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Evidence boundary
6091	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Evidence boundary
6163	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Evidence boundary
6274	auditrecord	audit:review-bundle-archive-equivalence	Review-bundle archive-equivalence criterion	Evidence boundary
6321	auditrecord	audit:exact-bundle-or-final-digest	Exact-bundle final-digest convention	Evidence boundary
6347	auditrecord	prop:exact-review-bundle-upload-witness	Exact review-bundle support-mode witness	Evidence boundary
6412	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization	Evidence boundary
6456	theorem	thm:public-branch-archive-equivalent-realization	Public branch archive-equivalent locator criterion	Evidence boundary
6518	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Evidence boundary
6572	theorem	thm:final-support-surface-closure	Final support-surface closure	Evidence boundary
6639	auditrecord	prop:final-immutable-package-state-certificate	Final immutable package-state certificate	Evidence boundary
6694	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Evidence boundary
6754	auditrecord	prop:mutable-checkout-observation-boundary	Mutable-checkout observations are non-certifying	Evidence boundary
6787	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims	Evidence boundary
6854	theorem	thm:support-surface-invariant-compression	Support-surface invariant compression	Evidence boundary
6919	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary	Evidence boundary
6962	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Evidence boundary
6985	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Evidence boundary
7029	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Evidence boundary
7120	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Evidence boundary
7173	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Evidence boundary
7205	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	Evidence boundary
7274	theorem	thm:submission-support-refresh-rigidity	Submission support refresh rigidity	Evidence boundary
7346	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Evidence boundary
7412	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Evidence boundary
7459	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Evidence boundary
7520	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Evidence boundary
7590	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Evidence boundary
7638	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Evidence boundary
7690	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Evidence boundary
7739	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Evidence boundary
7775	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Evidence boundary
7832	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization	Evidence boundary
7897	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Evidence boundary
7969	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	Evidence boundary
8011	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Evidence boundary
8037	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Evidence boundary
8093	corollary	cor:current-local-support-normal-form	Current local-support normal form	Evidence boundary
8148	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Evidence boundary
8202	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Evidence boundary
8233	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence	Evidence boundary
8286	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion	Evidence boundary
8343	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Evidence boundary
8436	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate	Evidence boundary
8478	theorem	thm:final-local-support-state-reconciliation	Final four-interface maximality and support-state reconciliation	Evidence boundary
8626	theorem	thm:presentation-route-five-interface-sharpness	Presentation-route five-interface sharpness	Evidence boundary
8774	corollary	cor:presentation-summary-non-escalation	Presentation-summary non-escalation	Evidence boundary
8833	theorem	thm:submission-support-fixed-point-normal-form	Machine-checkable support-coordinate fixed-point normal form	Evidence boundary
8901	theorem	thm:post-inventory-support-coordinate-dichotomy	Post-inventory support-coordinate dichotomy	Evidence boundary
8957	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	Evidence boundary
9003	theorem	thm:post-inventory-package-fixed-point	Post-inventory support-coordinate fixed point	Evidence boundary
9102	corollary	cor:current-post-inventory-realization	Current post-inventory realization	Evidence boundary
9139	theorem	thm:current-inventory-artifact-realization	Current inventory support-coordinate realization	Evidence boundary
9231	theorem	thm:current-command-result-closure	Current command-result closure	Evidence boundary
9277	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	Evidence boundary
9325	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple	Evidence boundary
9374	proposition	prop:post-inventory-freshness-obstruction	Post-inventory freshness obstruction	Evidence boundary
9414	proposition	prop:three-coordinate-submission-support-closure	Three-coordinate submission-support closure	Evidence boundary
9479	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary	Evidence boundary
9530	theorem	thm:four-coordinate-submission-support-skeleton	Four-coordinate submission-support skeleton	Evidence boundary
