6079	6124	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	proof=True	subsection: Review-bundle and archive-equivalence condition
6170	6195	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	proof=True	subsection: Review-bundle and archive-equivalence condition
6223	6234	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	proof=True	subsection: Review-bundle and archive-equivalence condition
6255	6284	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	proof=True	subsection: Review-bundle and archive-equivalence condition
6324	6339	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	proof=True	subsection: Review-bundle and archive-equivalence condition
6390	6407	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	proof=True	subsection: Review-bundle and archive-equivalence condition
6437	6458	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	proof=True	subsection: Review-bundle and archive-equivalence condition
6489	6507	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	proof=True	subsection: Review-bundle and archive-equivalence condition
6538	6550	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	proof=True	subsection: Review-bundle and archive-equivalence condition
6574	6594	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	proof=True	subsection: Review-bundle and archive-equivalence condition
6631	6656	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization	proof=True	subsection: Review-bundle and archive-equivalence condition
6696	6723	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	proof=True	subsection: Review-bundle and archive-equivalence condition
6768	6781	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	proof=True	subsection: Review-bundle and archive-equivalence condition
6810	6820	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	proof=True	subsection: Review-bundle and archive-equivalence condition
6836	6861	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	proof=True	subsection: Review-bundle and archive-equivalence condition
6888	6906	corollary	cor:current-local-support-normal-form	Current local-support normal form	proof=True	subsection: Review-bundle and archive-equivalence condition
6943	6964	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	proof=False	subsection: Review-bundle and archive-equivalence condition
6997	7008	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	proof=False	subsection: Review-bundle and archive-equivalence condition
7070	7089	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	proof=False	subsection: Command-run boundary
7152	7167	proposition	prop:final-local-support-state-reconciliation	Final local support-state reconciliation	proof=True	subsection: Command-run boundary
7197	7220	theorem	thm:submission-support-fixed-point-normal-form	Submission-support fixed-point normal form	proof=True	subsection: Command-run boundary
7258	7275	theorem	thm:post-inventory-support-coordinate-dichotomy	Post-inventory support-coordinate dichotomy	proof=True	subsection: Command-run boundary
7314	7329	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	proof=True	subsection: Command-run boundary
7360	7390	theorem	thm:post-inventory-package-fixed-point	Post-inventory package fixed point	proof=True	subsection: Command-run boundary
7443	7458	corollary	cor:round-two-post-inventory-realization	Round-two post-inventory realization	proof=True	subsection: Command-run boundary
7480	7504	theorem	thm:round-four-inventory-artifact-realization	Round-four inventory artifact realization	proof=True	subsection: Command-run boundary
7534	7550	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	proof=True	subsection: Command-run boundary
7581	7595	corollary	cor:stable-replay-post-inventory-tuple	Stable replay criterion for the post-inventory tuple	proof=True	subsection: Command-run boundary
