4565	4577	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Primary--supplement interface	True	4579
4809	4817	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization	Review-bundle and archive-equivalence condition	True	4819
4846	4865	theorem	thm:final-support-surface-closure	Final support-surface closure	Review-bundle and archive-equivalence condition	True	4867
4968	4994	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Review-bundle and archive-equivalence condition	True	4996
5061	5087	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims	Review-bundle and archive-equivalence condition	True	5089
5128	5143	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary	Review-bundle and archive-equivalence condition	True	5145
5164	5172	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Review-bundle and archive-equivalence condition	True	5174
5179	5193	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Review-bundle and archive-equivalence condition	True	5195
5220	5265	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Review-bundle and archive-equivalence condition	True	5267
5311	5334	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Review-bundle and archive-equivalence condition	True	5336
5362	5373	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Review-bundle and archive-equivalence condition	True	5375
5394	5423	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	Review-bundle and archive-equivalence condition	True	5425
5463	5478	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Review-bundle and archive-equivalence condition	True	5480
5529	5546	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Review-bundle and archive-equivalence condition	True	5548
5576	5597	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Review-bundle and archive-equivalence condition	True	5599
5628	5646	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Review-bundle and archive-equivalence condition	True	5648
5677	5689	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Review-bundle and archive-equivalence condition	True	5691
5713	5733	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Review-bundle and archive-equivalence condition	True	5735
5770	5795	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization	Review-bundle and archive-equivalence condition	True	5797
5835	5862	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Review-bundle and archive-equivalence condition	True	5864
5907	5917	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Review-bundle and archive-equivalence condition	True	5919
5933	5958	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Review-bundle and archive-equivalence condition	True	5960
5985	6001	corollary	cor:current-local-support-normal-form	Current local-support normal form	Review-bundle and archive-equivalence condition	True	6003
6038	6059	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Review-bundle and archive-equivalence condition	True	6063
6092	6103	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Review-bundle and archive-equivalence condition	True	6107
6165	6184	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Command-run boundary	True	6188
6247	6262	proposition	prop:final-local-support-state-reconciliation	Final local support-state reconciliation	Command-run boundary	True	6264
6292	6315	theorem	thm:submission-support-fixed-point-normal-form	Submission-support fixed-point normal form	Command-run boundary	True	6317
