5715	theorem	thm:formal-source-promotion-obstruction	Formal-source promotion obstruction
5756	theorem	thm:evidence-level-overclaim-obstruction	Evidence-level overclaim obstruction
5831	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface
5951	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses
6026	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification
6091	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion
6163	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map
6412	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization
6450	theorem	thm:public-branch-archive-equivalent-realization	Public branch archive-equivalent locator criterion
6512	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test
6566	theorem	thm:final-support-surface-closure	Final support-surface closure
6688	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation
6781	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims
6848	theorem	thm:support-surface-invariant-compression	Support-surface invariant compression
6913	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary
6956	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record
6979	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records
7023	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol
7114	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation
7167	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state
7199	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims
7268	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support
7334	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary
7381	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing
7442	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion
7512	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction
7560	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary
7612	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure
7661	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance
7697	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate
7754	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization
7819	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration
7891	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate
7933	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability
7959	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form
8015	corollary	cor:current-local-support-normal-form	Current local-support normal form
8070	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition
8124	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary
8155	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence
8208	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion
8265	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory
8358	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate
8400	theorem	thm:final-local-support-state-reconciliation	Final four-interface maximality and support-state reconciliation
8548	theorem	thm:presentation-route-five-interface-sharpness	Presentation-route five-interface sharpness
8696	theorem	thm:submission-support-fixed-point-normal-form	Machine-checkable support-coordinate fixed-point normal form
8764	theorem	thm:post-inventory-support-coordinate-dichotomy	Post-inventory support-coordinate dichotomy
8820	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation
8866	theorem	thm:post-inventory-package-fixed-point	Post-inventory support-coordinate fixed point
8965	corollary	cor:current-post-inventory-realization	Current post-inventory realization
9002	theorem	thm:current-inventory-artifact-realization	Current inventory support-coordinate realization
9077	theorem	thm:current-command-result-closure	Current command-result closure
9123	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation
9171	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple
9220	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary
9271	theorem	thm:four-coordinate-submission-support-skeleton	Four-coordinate submission-support skeleton
