838	851	corollary	cor:downstream-imported-label-bounded-factorization	Architecture		Downstream imported-label use factors through bounded rows	Every load-bearing occurrence in this manuscript of an imported discovery-gate label from Table~tab:source-interface-record factors through the bounded source-interface certificate of Theorem~thm:bounded-source-interface-maximality. Hence a downstream proof may use only the row's recorded path, pinned commit, label token, line range, extraction date, bounded summary, evidence-level qualifier, equality with source_interface_record.json, manifest agreement, and bundled-snapshot label containment. If such an occurrence is read instead as an exact quotation of the source theorem, as a semantic import of its proof, or as a source-theory rebuild claim, the reading is a properly stronger source-int
872	890	theorem	thm:public-source-reachability-non-escalation	Architecture		Public-source reachability non-escalation	In the current source package, the citation bedc-newmath-source and the commit string 3fb3d6a0641767388a401883062aa522ea0b397b serve only as the public-source coordinate for the imported newmath workspace. The load-bearing source-interface premise used by Theorem~thm:publication-safety-interface remains the bundled finite record certified by Theorem~thm:bounded-source-interface-maximality: path, commit string, sixteen labels, line ranges, bounded summaries, JSON equality, manifest agreement, snapshot digest and line count, and label containment in the bundled snapshot. Unless the submitted surface additionally contains a dated public-repository reachability and byte-equality log for the pinn
926	940	corollary	cor:public-source-coordinate-exactness	Architecture		Public-source coordinate exactness	For the present source package, any load-bearing statement containing the public source citation bedc-newmath-source and the pinned commit 3fb3d6a0641767388a401883062aa522ea0b397b factors through exactly the bounded coordinates of Theorem~thm:public-source-reachability-non-escalation. Thus the citation contributes only the public locator, pinned commit string, and the already-recorded bundled source-interface rows. It contributes neither a dated public fetch, nor a branch-membership proof, nor public byte equality, nor semantic validity of the imported statements. A public-source reading is upgraded if and only if the submitted support surface adds a finite fetch-and-compare coordinate namin
964	984	theorem	thm:source-interface-semantic-completeness-obstruction	Architecture		Source-interface semantic-completeness obstruction	Under the source-interface surface certified by Lemma~lem:source-interface-extraction-correctness and Theorem~thm:bounded-source-interface-maximality, every accepted imported discovery-gate premise factors through the five finite fields listed in Theorem~thm:bounded-source-interface-maximality. In particular, no theorem in the main publication-safety chain may infer semantic completeness of the imported source theory, correctness of the bounded summaries as exact source statements, Lean/BEDC rebuild success, marker correctness, or axiom purity from that surface. A package claim with any one of those stronger meanings is accepted by the same finite-record calculus if and only if the support s
1022	1038	proposition	prop:source-interface-evidence-level-separation	Architecture		Source-interface evidence-level separation	Let $r$ be any accepted manuscript claim whose discovery component cites one of the imported labels in Table~tab:source-interface-record. If $r$ uses only Lemma~lem:source-interface-extraction-correctness, then the imported-label premise of $r$ is accepted only at the manual path-verified bounded-paraphrase level. If $r$ additionally cites Proposition~prop:source-interface-record-file-consistency, then the same premise is upgraded only by the finite record comparisons listed in that proposition: table--JSON equality, manifest agreement, snapshot digest and line count agreement, and label containment in the declared ranges. In neither case does the premise become a fresh Lean/BEDC rebuild, a 
1141	1320	definition	def:operational-acceptance-interface	Operational interface	Abstract finite-record interface	Operational acceptance interface	A claim is a manuscript assertion that can affect a mathematical, artifact, route, or submission decision. A load-bearing claim is a claim whose removal would change a theorem statement, a case-study conclusion, or the submission-readiness status. An advisory output is any AI-agent draft, score, suggested theorem, review packet, or repair proposal before a gate records it. A deterministic gate is a repeatable predicate, script, or checklist whose inputs and pass/fail decision are recorded independently of the prose generated by an agent. A human promotion is the explicit editorial act that moves a candidate into publication state, for example by creating an active 2026\_* paper directory wit
1322	1352	definition	def:record-gate-soundness-external-interface	Operational interface	Abstract finite-record interface	Record-gate soundness external interface	The external record-gate interface for a package is the finite predicate \[ RGS_{S}(P,L,) \] with the following inputs and outputs. Its inputs are exactly a package $P$, a submitted support surface $S$, a finite acceptance ledger $L$, and the deterministic claim-kind dispatch table $$ of Definition~def:operational-acceptance-interface. Its positive output is the finite family of certificates \[ \{ C(c)=(K,,E,H,R,D,B): c L is an accepted load-bearing claim\} \] such that $E S$, $V(c, C(c))=1$, every assigned gate in $_{k K}(k)$ has a submitted passing row in $R$, each evidence pointer in such a row denotes an element of $S$ at the recorded evidence level, the human-promotion coordinate $H$ is
1354	1366	proposition	prop:record-gate-soundness-external-interface-exactness	Operational interface	Abstract finite-record interface	Record-gate interface equivalence and non-claim boundary	For the operational acceptance interface of Definition~def:operational-acceptance-interface, the standalone interface in Definition~def:record-gate-soundness-external-interface is equivalent to the predicate $RGS_{S}(P,L,)$ used in the publication-safety theorem. Moreover, under this interface every consequence used by Theorem~thm:publication-safety-interface is determined by the finite coordinates $(P,S,L,)$ and by the displayed certificates $ C(c)$; no implementation-level, semantic, venue-acceptance, fresh-execution, or advisory-evidence claim follows from record-gate soundness unless it appears as one of those finite coordinates.
1398	1420	definition	def:stronger-reading-preorder	Operational interface	Abstract finite-record interface	Stronger-reading preorder	Fix the dispatch table $$ and certificate tuple $ C(c)=(K,,E,H,R,D,B)$ of Definition~def:operational-acceptance-interface. A proposed reading $c^{+}$ of the same prose claim is record-stronger than $c$, written $c_{} c^{+}$, if at least one of the following finite coordinates is strictly enlarged while the others are unchanged or enlarged: the claim-kind set $K$; the evidence level, from $path$ to $command$; the evidence surface $E$; the promotion field $H$; the assigned gate-pass family $R$; the discovery-interface field $D$; or the boundary field $B$. It is properly stronger if the enlargement is strict in at least one coordinate. It is accepted as a stronger reading only when the enlarged
1422	1460	definition	def:certificate-schema-acceptance-table	Operational interface	Abstract finite-record interface	Certificate-schema acceptance table	Fix the seven-kind dispatch table $$ of Definition~def:operational-acceptance-interface. The verifier input for a load-bearing claim $c$ is the following finite record type: \[ C(c)= \{K,,E,H,R,D,B\}. \] Its typed fields are these and only these: $K$ is a finite set of claim kinds; $\{path,command\}$ is the declared evidence level; $E$ is a finite evidence-surface list; $H$ is the route-boundary field; $R$ is a finite family of gate pass records, each with gate name, input surface, decision, evidence pointer, and evidence level; $D$ is either empty or a finite list of pinned discovery source-interface rows; and $B$ is the command-boundary field. This is a data schema, not a theorem: all late
1462	1482	proposition	prop:finite-certificate-schema-verifier	Operational interface	Abstract finite-record interface	Finite certificate schema verifier as a record check	For every load-bearing manuscript claim $c$ whose component kinds lie in the seven-kind domain, $V(c, C)$ is a finite, prose-insensitive record-schema verifier for the declared publication certificate. The submitted package instantiates $V$ by the script review_bundle/verify_certificate_records.py. On the positive package input it reads the schema file, pass-record ledger, submission-interface map, primary-claim inventory, and review-bundle manifest named above, and outputs acceptance in review_bundle/certificate_verification_run.log. On the negative fixture review_bundle/negative_certificate_record_example.json it outputs rejection in review_bundle/negative_certificate_record_example_run.md
1528	1562	theorem	thm:verifier-input-output-contract	Operational interface	Abstract finite-record interface	Verifier input--predicate--output contract	The verifier interface used by the publication-safety theorem is exactly the following finite mathematical-software contract. Its input is a pair $(c, C(c))$, where $c$ is a load-bearing manuscript claim and \( C(c)=(K,,E,H,R,D,B)\) is the certificate record of Definition~def:certificate-schema-acceptance-table, together with the fixed dispatch table $$ and the submitted support surface $S$. Its checked predicates and outputs are: {}{p{0.12}p{0.30}X} Check & Predicate actually checked & Possible output \\ $Q_1$ & $K$ is nonempty, $KDom()$, and $\{path,command\}$ & accept this coordinate, or reject with bad fields $K,$ \\ $Q_2$ & each item of $E$ is on $S$ or in an explicitly declared pinned,
1595	1613	theorem	thm:auditable-compiler-boundary-completeness	Operational interface	Abstract finite-record interface	Auditable compiler-boundary completeness	For the architecture of Definition~def:architecture-axis-map and the finite verifier of Theorem~thm:verifier-input-output-contract, the software contribution certified by Theorem~thm:publication-safety-interface is exactly the following compiler-boundary property. Every accepted load-bearing claim in the publication package is the image of a finite input tuple \[ (K,,E,H,R,D,B;S,L,) \] whose evidence fields are on the submitted support surface or in an explicitly pinned historical boundary, and every rejected stronger reading has a finite bad subrecord in one of those fields. Conversely, no fact that is not a function of this tuple is a compiler-boundary output. In particular, correctness of
1653	1689	theorem	thm:finite-verifier-normal-form	Operational interface	Abstract finite-record interface	Executable-record verifier normal form	Fix the dispatch table $$, the submitted support surface $S$, and the finite certificate schema of Definition~def:certificate-schema-acceptance-table. There is a deterministic verifier \[ Check_{,S}(c,K,,E,H,R,D,B) \] with the following presentation-layer input/output normal form. {}{p{0.18}p{0.36}X} Step & Input fields read & Returned value \\ 1 & $K,$ & reject with $(Q_1,K,)$, or continue \\ 2 & $E$ and $S$ & reject with $(Q_2,E,e_0)$ for the first non-reviewable pointer $e_0$, or continue \\ 3 & $K,,R,E,S$ & reject with $(Q_3,g,K,R,E)$ for the first missing or non-reviewable assigned gate $g$, or continue \\ 4 & $H$ and the route-crossing status of $c$ & reject with $(Q_4,H)$, or continue
1729	1754	theorem	thm:record-acceptance-exactness	Operational interface	Abstract finite-record interface	Schema-relative executable-record acceptance exactness	Fix the seven-kind dispatch table $$, the two evidence levels, and the typed certificate tuple $ C(c)=(K,,E,H,R,D,B)$ of Definition~def:certificate-schema-acceptance-table. For every load-bearing claim $c$ and every finite candidate certificate $ C(c)$, the finite verifier $V$ of Definition~def:operational-acceptance-interface and Theorem~thm:verifier-input-output-contract accepts $ C(c)$ if and only if the six-clause table predicate $Acc_{}(c, C)$ holds. This is a schema-relative and finite-record-relative assertion: both sides read exactly the fields named in the fixed schema and in the finite submitted record surface, and neither side ranges over unrecorded semantic facts about the refere
1789	1806	corollary	cor:executable-schema-exactness-negative-fixture	Operational interface	Abstract finite-record interface	Executable schema exactness and negative fixture	Under the hypotheses and fixed schema of Theorem~thm:record-acceptance-exactness, the executable verifier instance review_bundle/verify_certificate_records.py is a finite witness of the same schema-relative relation, not an additional semantic oracle. On the positive submitted package it can witness exactly the records satisfying \(Acc_{}\) at their declared evidence levels. On the negative fixture review_bundle/negative_certificate_record_example.json, which upgrades a route record to command-run strength while omitting the command, source state, environment, exit code, and log path, the extracted bad subrecord is exactly the evidence-level declaration together with the incomplete boundary 
1828	1849	theorem	thm:finite-coordinate-determination-boundary	Operational interface	Abstract finite-record interface	Finite-coordinate determination and trust-boundary classifier	Fix the dispatch table $$ and the verifier $V$. Let $F_{}$ be the finite schema projection read by $V$ from a certificate record, namely the claim-kind set, declared evidence level, evidence surface, promotion field, gate-pass rows, discovery-source rows, command-boundary tuple, and the assigned gate set determined by $$. If two ambient pipeline or artifact states induce the same values of all coordinates in $F_{}$ for a claim $c$, then they induce the same record-acceptance decision and the same finite publication certificate for $c$. Therefore the exactness of Theorem~thm:record-acceptance-exactness is exactness only relative to this finite schema projection. No property depending on a coo
1890	1922	theorem	thm:record-interface-rigidity	Operational interface	Abstract finite-record interface	Record-interface rigidity and refresh fixed point	Fix a package $P$, submitted support surface $S$, finite ledger $L$, dispatch table $$, and certificate tuple $ C(c)=(K,,E,H,R,D,B)$ for each accepted load-bearing claim $c L$. Let $_{,S}(P,L)$ be the finite projection consisting of the tuple fields $(K,,E,H,R,D,B)$, the gate-pass rows in $R$, the submitted support-surface membership relation for $S$, and the fixed dispatch table $$. Then the following are equivalent. The ledger satisfies the external record-gate interface \(RGS_{S}(P,L,)\) and the verifier accepts every displayed certificate. The finite projection $_{,S}(P,L)$ is a fixed point of the six schema checks: re-reading the projected rows, evidence pointers, gate assignments, prom
1990	2016	theorem	thm:record-gate-implementation-overclaim-obstruction	Operational interface	Abstract finite-record interface	Record-gate implementation overclaim obstruction	The hypotheses of Theorem~thm:publication-safety-interface and the fixed point of Theorem~thm:record-interface-rigidity determine finite certificate construction under the external record-gate interface \(RGS_{S}(P,L,)\), but they do not determine correctness of any gate implementation that produced, stored, or displayed the pass rows. More precisely, for any accepted claim row $c$, a finite-record implementation-soundness reading for the gates assigned to $c$ is accepted by the same calculus if and only if both of the following positive coordinates are added to the support surface. The package support surface contains a nonempty implementation coordinate for those gates: gate source identit
2059	2072	corollary	cor:finite-record-acceptance-not-implementation-soundness	Operational interface	Abstract finite-record interface	Finite-record acceptance is not implementation soundness	The acceptance and fixed-point conclusions of Theorem~thm:record-interface-rigidity and Theorem~thm:record-gate-implementation-overclaim-obstruction are finite record conclusions only. They do not imply Lean rebuild success, BEDC source-tree rebuild success, publication-daemon soundness, overlap-checker soundness, artifact evaluator soundness, venue upload, or venue acceptance. Any one of these stronger readings is accepted by the same theorem chain if and only if the submitted support state adds the corresponding finite implementation or external-decision coordinate, including source state, command or implementation contract, environment, exit code, log path, digest binding, and assigned pa
2098	2128	proposition	prop:machine-readable-certificate-records	Operational interface	Abstract finite-record interface	Machine-readable certificate records	For the current presentation package, the finite record checker $V$ of Proposition~prop:finite-certificate-schema-verifier, with the record-acceptance semantics of Theorem~thm:record-acceptance-exactness, has an executable record-level instance over the review bundle, conditional on exact supplemental inclusion of review_bundle/ in the completed submission with matching final digests, as stated in Proposition~audit:review-bundle-availability-condition. The schema file review_bundle/certificate_schema.json, the pass-record ledger review_bundle/current_package_pass_records.json, the primary-interface map review_bundle/submission_interface_map.json, the primary-claim inventory review_bundle/pri
2200	2223	theorem	thm:executable-record-non-escalation	Operational interface	Abstract finite-record interface	Executable record non-escalation	Let $F$ be the finite field projection read by review_bundle/verify_certificate_records.py: manifest-field presence, entries $a_1$--$a_6$, claim-kind membership, evidence-level membership, assigned-gate coverage, pass-record fields, evidence-level agreement, discovery-field discipline, path-verified boundary status, row locks for sim1--sim4, and row-class locks for pc1--pc12. Assuming the exact-or-archive-equivalent review-bundle support surface of Proposition~audit:review-bundle-availability-condition, among all assertions about the current review bundle that are functions only of this projection, Proposition~prop:machine-readable-certificate-records proves the maximal executable claim: the
2258	2282	theorem	thm:executable-certificate-construction-invariant	Operational interface	Abstract finite-record interface	Executable certificate-construction invariant	For the submitted review bundle, let $G$ be the union of the finite fields read by the two executable verifiers review_bundle/verify_source_interface_record.py and review_bundle/verify_certificate_records.py. Thus $G$ contains the ten source-interface table triples, the JSON source-interface records, the pinned source snapshot path, digest, line count, declared source commit and line ranges, the six current-package pass-record entries $a_1,,a_6$, the submission-map rows sim1--sim4, the primary-inventory row locks pc1--pc12, and the two recorded successful verifier logs. On the equivalence class of packages with the same projection $G$, the publication-safety interface has a unique executable
2326	2333	proposition	prop:claim-kind-dispatch	Operational interface	Abstract finite-record interface	Deterministic claim-kind dispatch	For every load-bearing manuscript claim whose kind lies in the seven-kind domain above, $$ assigns a unique finite set of deterministic gates. In a pipeline that is record-gate-sound for acceptance, a mixed load-bearing claim may be used as accepted work only if its acceptance entry records passage through every gate in the union assigned to its component kinds.
2347	2377	theorem	thm:mixed-claim-projection-obstruction	Operational interface	Abstract finite-record interface	Mixed-claim projection obstruction	Let $c$ be a load-bearing mixed claim with nonempty component-kind set $KDom()$ and submitted candidate certificate $ C(c)=(K,,E,H,R,D,B)$. For a nonempty subset $J K$, write \[ G_J=_{k J}(k) \] and let $c_J$ denote the projected reading of $c$ that keeps exactly the claim-kind components in $J$ and keeps the same declared evidence level, evidence surface, promotion boundary, and command boundary, except that the discovery field is required precisely when discovery lies in $J$. Then the following are equivalent for the projected reading $c_J$: the finite verifier accepts the projected certificate $ C_J=(J,,E,H,R|_{G_J},D_J,B)$, where $R|_{G_J}$ is the restriction of $R$ to rows whose gate na
2410	2450	theorem	thm:concrete-finite-script-implementation-soundness	Operational interface	Abstract finite-record interface	Concrete finite-script projection-contract boundary	Let $S$ be the submitted support surface containing review_bundle/certificate_schema.json, review_bundle/current_package_pass_records.json, review_bundle/submission_interface_map.json, review_bundle/primary_claim_inventory.json, source_interface_record.json, review_bundle/REVIEW_BUNDLE_MANIFEST.json, the bundled pinned source snapshot, and theorem_inventory.json. Let $ V$ be the four-script family consisting of review_bundle/verify_certificate_records.py, review_bundle/verify_source_interface_record.py, review_bundle/verify_primary_claim_inventory.py, and review_bundle/extract_theorem_environments.py. Assume that the submitted package contains, for each script in $ V$ used as command-run evi
2508	2511	corollary	cor:finite-script-rgs-instantiation-boundary	Operational interface	Abstract finite-record interface	Finite-script projection instantiation boundary	Assume the hypotheses of Theorem~thm:concrete-finite-script-implementation-soundness and suppose the submitted command-run records for the four named scripts have exit code $0$. Then the only command-run coordinate instantiated for those scripts is the schema-level finite projection coordinate for the predicates printed by those scripts. Consequently Theorem~thm:publication-safety-interface may use those command-run rows to support schema-relative certificate coverage, source-interface table equality, primary-claim inventory shape, and theorem-environment label coverage, but not mathematical proof truth, formal-source correctness, artifact semantic validity, venue upload, archive availabilit
2518	2547	theorem	thm:assigned-gate-soundness-audit-boundary	Operational interface	Abstract finite-record interface	Assigned-gate soundness audit boundary	Let $P$ be a finite submitted package with pass-record ledger $L$, dispatch table $$, and submitted support surface $S$. For a load-bearing claim $c$, write $G(c)=_{k K(c)}(k)$ for the finite set of gates assigned to its claim-kind set. The package may use a ledger row for $c$ as a sound record-gate witness only through the finite predicate $RGS_{S}(P,L,)$ of Definition~def:operational-acceptance-interface. Equivalently, the available finite-record strength is exactly the following: for every $g G(c)$ the submitted ledger contains a pass row for $g$, including the gate name, input surface, decision, evidence pointer, and evidence level; every evidence pointer named by those pass rows denotes
2587	2621	theorem	thm:six-coordinate-gate-implementation-soundness-skeleton	Operational interface	Abstract finite-record interface	Six-coordinate gate-implementation soundness skeleton	Let $g$ be a concrete gate whose row is used by the publication-safety theorem chain for a load-bearing claim $c$. A submitted support surface $S$ upgrades the row-level record-gate reading for $g$ to gate-implementation soundness only if $S$ contains a finite implementation-soundness tuple \[ I(g)=(Q_g,U_g,M_g,X_g,N_g,_g) \] with the following six coordinates: $Q_g$, the submitted gate source identity, including source path and digest or commit for the implementation being audited; $U_g$, the exact command or implementation invocation together with the runtime environment in which the invocation was evaluated; $M_g$, the finite input projection read by that invocation and the finite output,
2664	2688	theorem	thm:finite-certificate-obstruction-skeleton	Operational interface	Abstract finite-record interface	Finite certificate obstruction skeleton	Let $c$ be a load-bearing manuscript claim whose component kinds lie in the seven-kind domain. The verifier of Proposition~prop:finite-certificate-schema-verifier gives the following complete audit classification at the declared evidence level. A certificate for $c$ passes the publication-safety interface if and only if it has no bad subrecord of the following five types: missing evidence surface for the declared evidence level; missing pass record for a gate in $_{k K}(k)$; missing human-promotion record when the claim crosses from intake or source material into active publication work; discovery escalation without the pinned discovery-gate source-interface rows for certificate, ledger, lin
2765	2803	theorem	thm:finite-extension-budget-normal-form	Operational interface	Abstract finite-record interface	Finite extension-budget normal form	Fix the dispatch table $$, the finite certificate schema, and an accepted finite certificate \( C(c)=(K,,E,H,R,D,B)\) for a load-bearing package claim $c$. Let $c^{+}$ be a proposed stronger reading of the same row which is not record-equivalent to $c$ in the sense of Theorem~thm:finite-coordinate-determination-boundary. Then $c^{+}$ is accepted by the publication-safety interface if and only if the submitted finite record surface contains an extension record in the following normal form: \[ (c,c^{+})=( K, E, H, R, D, B), \] where the nonempty coordinates are exactly the coordinates needed by the stronger reading: $ K$ names every additional claim-kind component asserted by $c^{+}$; $ E$ sup
2852	2881	theorem	thm:finite-record-certificate-calculus-spine	Operational interface	Abstract finite-record interface	Finite-record certificate calculus spine	Fix a submitted surface $S$, acceptance ledger $L$, dispatch table $$, and schema verifier $V$ as in Theorem~thm:publication-safety-interface. For the presentation-only route, every load-bearing support assertion used by the publication-safety theorem chain is classified by the following three-step finite calculus. Projection: the assertion is first projected to the seven-coordinate certificate tuple \((K,,E,H,R,D,B)\) of Definition~def:certificate-schema-acceptance-table. Obstruction: failure is witnessed by one of the five inclusion-minimal bad-record types of Theorem~thm:finite-certificate-obstruction-skeleton. Extension: any properly stronger reading is accepted if and only if it pays th
2929	2958	proposition	prop:publication-safety-dependency-normal-form	Operational interface	Abstract finite-record interface	Dependency normal form for the publication-safety chain	Let $c$ be a load-bearing claim whose certificate \(Cert_{}(c)= C(c)=(K,,E,H,R,D,B)\) is constructed by the finite schema verifier from the submitted surface $S$, ledger $L$, and dispatch table $$. Then every use of the publication-safety interface in the main theorem chain factors through the following ordered dependency graph: construction and schema-relative exactness: the tuple \((K,,E,H,R,D,B)\) is formed from submitted finite records and is accepted exactly when clauses A1--A6 of Definition~def:certificate-schema-acceptance-table hold, as proved by Theorems~thm:verifier-input-output-contract and thm:record-acceptance-exactness; extension-budget necessity and sufficiency: for any genuin
2996	3001	proposition	prop:gate-interface-separation	Operational interface	Abstract finite-record interface	Gate-interface separation	The promotion, overlap, submission-state, and theorem-content delta gates are separate deterministic interfaces. None can be replaced by passage of another one when a load-bearing claim has the corresponding component.
3020	3038	corollary	cor:human-promotion-daemon-active-track-separation	Operational interface	Abstract finite-record interface	Human promotion is not daemon-visible active-track equivalence	In the operational interface of Definition~def:operational-acceptance-interface, a human-promotion record and daemon-visible active-paper markers are not interchangeable certificate fields. More precisely, let $c$ be any route-boundary claim whose accepted certificate is $ C(c)=(K,,E,H,R,D,B)$. The certificate may be read as saying that a candidate is admitted to the publication-facing package only when the promotion field $H$ records the human editorial act and the corresponding route-gate pass record in $R$ names the active-paper marker surface required by the promotion gate. A record containing only a human-promotion note but no active-paper marker surface does not certify daemon visibili
3068	3081	proposition	prop:scheduler-selection-advisory	Operational interface	Abstract finite-record interface	Scheduler selection is advisory before discovery gating	Let $s$ be a scheduler or critical-path score attached to a candidate claim $c$. If $s$ recommends selecting $c$, then the recommendation is a work-selection claim and by itself can only pass the scheduler gate. If $c$ is also asserted to be a discovery or classifier-shifting contribution in a record-gate-sound pipeline, then the accepted mixed claim must pass both the scheduler gate and the discovery gate. Consequently, critical-path scores may prioritize review order, and the imported classifier-shift selection rule may break ties among otherwise equal discovery potential coordinates, but neither score nor recommendation accepts a classifier-shift discovery unless the discovery gate also s
3149	3165	proposition	prop:publication-safety-minimal-bad-record-witness	Operational interface	Abstract finite-record interface	Minimal bad-record witness for command-run escalation	In the operational interface of Definition~def:operational-acceptance-interface, let $r$ be a submitted claim record whose claim-kind set is \{route\}, whose evidence level is declared to be command-run, and whose boundary field contains no command-run tuple $(command,source state,environment,exit code, log path)$. Suppose all other route coordinates of $r$ are filled: there is an evidence pointer, a human-promotion marker at the declared boundary, and pass rows for the promotion, overlap, and submission-state gates. Then the schema verifier rejects $r$, and the inclusion-minimal bad subrecord is exactly the pair consisting of the evidence-level declaration ``command-run'' and the boundary f
