6117	theorem	thm:finite-witness-manifest-record-interface	Finite-witness manifest-bounded record interface	Primary--supplement interface
6237	proposition	prop:artifact-validation-gate-unique-semantic-upgrade	Artifact-validation gate is the unique semantic upgrade	Primary--supplement interface
6276	corollary	cor:artifact-semantic-validity-boundary	Artifact semantic-validity boundary for finite witnesses	Primary--supplement interface
6369	theorem	thm:primary-to-support-dependency-completeness	Primary-to-support dependency completeness	Primary--supplement interface
6437	proposition	prop:primary-claim-row-classification	Primary-claim conditional inventory-audit classification	Primary--supplement interface
6502	proposition	prop:primary-inventory-freshness-criterion	Primary-inventory freshness criterion	Primary--supplement interface
6574	proposition	prop:primary-supplement-interface-map	Primary--supplement interface map	Primary--supplement interface
6823	theorem	thm:exact-inclusion-support-surface-realization	Exact-inclusion support-surface realization	Review-bundle and archive-equivalence condition
6867	theorem	thm:public-branch-archive-equivalent-realization	Public branch archive-equivalent locator criterion	Review-bundle and archive-equivalence condition
6929	corollary	cor:submission-time-support-instantiation-test	Submission-time support instantiation test	Review-bundle and archive-equivalence condition
6983	theorem	thm:final-support-surface-closure	Final support-surface closure	Review-bundle and archive-equivalence condition
7105	theorem	thm:workspace-final-package-reconciliation	Workspace-to-final-package reconciliation	Review-bundle and archive-equivalence condition
7198	theorem	thm:support-surface-normal-form	Support-surface normal form for bundle-backed claims	Review-bundle and archive-equivalence condition
7265	theorem	thm:support-surface-invariant-compression	Support-surface invariant compression	Review-bundle and archive-equivalence condition
7330	theorem	thm:upload-or-archive-instantiation-boundary	Upload instantiation boundary	Review-bundle and archive-equivalence condition
7373	corollary	cor:upload-or-archive-instantiation-record	Upload-or-archive instantiation record	Review-bundle and archive-equivalence condition
7396	proposition	prop:no-external-instantiation-from-local-bundle-records	No external instantiation from local bundle records	Review-bundle and archive-equivalence condition
7440	proposition	prop:upload-or-archive-instantiation-update-protocol	Upload-or-archive instantiation update protocol	Review-bundle and archive-equivalence condition
7531	corollary	cor:current-no-receipt-support-surface-non-escalation	Current no-receipt support-surface non-escalation	Review-bundle and archive-equivalence condition
7584	corollary	cor:fresh-inventory-digest-instance-this-source-state	Fresh inventory digest instance for this source state	Review-bundle and archive-equivalence condition
7616	theorem	thm:digest-closure-refresh-criterion	Digest-closure refresh criterion for final package claims	Review-bundle and archive-equivalence condition
7685	theorem	thm:submission-support-refresh-rigidity	Submission support refresh rigidity	Review-bundle and archive-equivalence condition
7757	proposition	prop:primary-architectural-fallback-without-external-support	Primary architectural fallback without external support	Review-bundle and archive-equivalence condition
7823	theorem	thm:deterministic-theorem-environment-extractor-boundary	Deterministic theorem-environment extractor boundary	Review-bundle and archive-equivalence condition
7870	theorem	thm:extractor-domain-exactness-non-gluing	Extractor-domain exactness and non-gluing	Review-bundle and archive-equivalence condition
7931	theorem	thm:final-byte-extractor-inventory-inclusion	Final-byte extractor inventory inclusion	Review-bundle and archive-equivalence condition
8001	theorem	thm:theorem-inventory-proofchecker-obstruction	Theorem-inventory proof-checker obstruction	Review-bundle and archive-equivalence condition
8049	theorem	prop:manual-theorem-inventory-boundary	Theorem-inventory boundary	Review-bundle and archive-equivalence condition
8101	proposition	prop:regenerated-theorem-inventory-digest-closure	Regenerated theorem-inventory digest closure	Review-bundle and archive-equivalence condition
8150	corollary	cor:current-theorem-inventory-digest-instance	Current theorem-inventory digest instance	Review-bundle and archive-equivalence condition
8186	proposition	prop:post-inventory-fixed-point-support-certificate	Post-inventory fixed-point support certificate	Review-bundle and archive-equivalence condition
8243	theorem	thm:post-inventory-finite-record-realization	Post-inventory finite-record realization	Review-bundle and archive-equivalence condition
8308	theorem	thm:theorem-obligation-ledger-boundary	Seven-row submitted theorem-obligation ledger integration	Review-bundle and archive-equivalence condition
8380	proposition	prop:post-inventory-support-tuple-extraction-certificate	Post-inventory support-tuple extraction certificate	Review-bundle and archive-equivalence condition
8422	proposition	prop:submitted-theorem-inventory-availability	Submitted theorem-inventory availability	Review-bundle and archive-equivalence condition
8448	proposition	prop:submission-support-instantiation-field-normal-form	Submission-support instantiation field normal form	Review-bundle and archive-equivalence condition
8504	corollary	cor:current-local-support-normal-form	Current local-support normal form	Review-bundle and archive-equivalence condition
8559	proposition	audit:review-bundle-availability-condition	Review-bundle availability condition	Review-bundle and archive-equivalence condition
8613	proposition	audit:case-snapshot-non-rerun-boundary	Case-snapshot non-rerun boundary	Review-bundle and archive-equivalence condition
8644	theorem	thm:finite-row-case-evidence-closure	Finite-row closure of case evidence	Review-bundle and archive-equivalence condition
8697	corollary	cor:current-case-behaviour-evidence-criterion	Current case-behaviour evidence criterion	Review-bundle and archive-equivalence condition
8754	proposition	audit:command-run-boundary-inventory	Command-run boundary inventory	Command-run boundary
8847	theorem	thm:post-edit-rerun-metadata-gate	Post-edit rerun metadata gate	Command-run boundary
8889	theorem	thm:final-local-support-state-reconciliation	Final four-interface maximality and support-state reconciliation	Command-run boundary
9037	theorem	thm:presentation-route-five-interface-sharpness	Supplement-level presentation-route five-interface sharpness	Command-run boundary
9185	theorem	thm:presentation-route-stronger-reading-classifier	Supplement-level presentation-route stronger-reading classifier	Command-run boundary
9298	theorem	thm:end-to-end-upgrade-decomposition-obstruction	End-to-end upgrade decomposition obstruction	Command-run boundary
9363	corollary	cor:presentation-summary-non-escalation	Presentation-summary non-escalation	Command-run boundary
9423	theorem	thm:submission-support-fixed-point-normal-form	Machine-checkable support-coordinate fixed-point normal form	Command-run boundary
9491	theorem	thm:post-inventory-support-coordinate-dichotomy	Post-inventory support-coordinate dichotomy	Command-run boundary
9547	proposition	prop:final-refreshed-coordinate-instantiation	Final refreshed-coordinate instantiation	Command-run boundary
9593	theorem	thm:post-inventory-package-fixed-point	Post-inventory support-coordinate fixed point	Command-run boundary
9692	corollary	cor:current-post-inventory-realization	Current post-inventory realization	Command-run boundary
9729	theorem	thm:current-inventory-artifact-realization	Current inventory support-coordinate realization	Command-run boundary
9821	theorem	thm:current-command-result-closure	Current command-result closure	Command-run boundary
9867	corollary	cor:current-post-inventory-support-tuple-instantiation	Current post-inventory support tuple instantiation	Command-run boundary
9915	corollary	cor:stable-replay-post-inventory-tuple	Byte-level stable replay criterion for the post-inventory tuple	Command-run boundary
9964	proposition	prop:post-inventory-freshness-obstruction	Post-inventory freshness obstruction	Command-run boundary
10004	proposition	prop:three-coordinate-submission-support-closure	Three-coordinate submission-support closure	Command-run boundary
10069	corollary	cor:local-fixed-point-external-boundary	Local fixed point and external-support boundary	Command-run boundary
10120	proposition	prop:current-absence-external-support-surface-instantiation	Current absence of external support-surface instantiation	Command-run boundary
10177	theorem	thm:four-coordinate-submission-support-skeleton	Four-coordinate submission-support skeleton	Command-run boundary
10284	theorem	thm:current-package-no-free-upgrade-closure	Current-package no-free-upgrade closure for the presentation route	Command-run boundary
10404	corollary	cor:stage-a2-support-coordinate-resolution-normal-form	Stage-A2 support-coordinate resolution normal form	Command-run boundary
