file	line	env	title	label	has_following_proof	flag	snippet
sec_fredholm_spectral_rigidity.tex	20	lemma	Classical ordered Weyl--Ky Fan--Lidskii inequality	lem:weyl-ky-fan-trace-class	yes	no	\label{lem:weyl-ky-fan-trace-class} Let \(T\in\sone(H)\). Let \((\lambda_k(T))_{k\ge1}\) be the eigenvalues of \(T\), repeated according to algebraic multiplicity and ordered so that \[ \abs{\lambda_1(T)}\ge \abs{\l
sec_fredholm_spectral_rigidity.tex	62	lemma	Schatten \texorpdfstring{\(p\)}{p}-sum Weyl--Fan inequality	lem:weyl-fan-schatten-p-sum	yes	no	\label{lem:weyl-fan-schatten-p-sum} Let \(0<p<\infty\) and let \(T\in\mathcal S_p(H)\). Let \((\lambda_k(T))_{k\ge1}\) be the eigenvalues of \(T\), repeated according to algebraic multiplicity, ordered by non-increasi
sec_fredholm_spectral_rigidity.tex	111	lemma	Ordered non-zero root-space flag	lem:ordered-nonzero-root-flag	yes	no	\label{lem:ordered-nonzero-root-flag} Let \(K\) be a compact operator on a separable Hilbert space, and let \((\mu_q)_{q\in Q}\), where \(Q=\{1,\ldots,m\}\) or \(Q=\NN\), be any ordering of the non-zero eigenval
sec_fredholm_spectral_rigidity.tex	167	lemma	Classical Ringrose triangularisation in Schatten ideals	lem:ringrose-prescribed-diagonal	yes	no	\label{lem:ringrose-prescribed-diagonal} Let \(1\le p<\infty\) and let \(T\in\mathcal S_p(H)\). After replacing \(H\) by the reducing subspace \[ H_T:=\overline{\mathrm{span}}\{u_r,v_r:r\ge1\} \] coming
sec_fredholm_spectral_rigidity.tex	241	lemma	Two-by-two trace-norm pinching identity	lem:two-by-two-trace-norm-pinching	yes	no	\label{lem:two-by-two-trace-norm-pinching} For \(a,b,c\in\CC\), let \[ B=\begin{pmatrix}a&c\\0&b\end{pmatrix}. \] Then \[ \|B\|_1^2=(\abs{a}+\abs{b})^2+\abs{c}^2. \] In particular, \[ \|B\|
sec_fredholm_spectral_rigidity.tex	285	lemma	Two-by-two Schatten pinching rigidity	lem:two-by-two-schatten-pinching	yes	no	\label{lem:two-by-two-schatten-pinching} Let \(1<p<\infty\). For \(a,b,c\in\CC\), put \[ B=\begin{pmatrix}a&c\\0&b\end{pmatrix} \] and define \[ \Phi_p(a,b,c):=\|B\|_p^p-\abs a^p-\abs b^p . \] Th
sec_fredholm_spectral_rigidity.tex	336	lemma	Uniform two-by-two Schatten pinching modulus	lem:uniform-two-by-two-schatten-modulus	yes	no	\label{lem:uniform-two-by-two-schatten-modulus} Let \(1<p<\infty\), let \(E\subset\CC\) be finite, and let \(R>0\). For \(a,b,c\in\CC\), set \[ B(a,b,c):=\begin{pmatrix}a&c\\0&b\end{pmatrix}, \qquad
sec_fredholm_spectral_rigidity.tex	390	lemma	Standard trace-norm convergence of Schur compressions	lem:trace-norm-schur-compressions	yes	no	\label{lem:trace-norm-schur-compressions} Let \(T\in\sone(H)\), and let \((P_N)_{N\ge1}\) be finite-rank orthogonal projections with \(P_N\to I\) strongly. Then \[ P_NTP_N\longrightarrow T \qquad\text{in
sec_fredholm_spectral_rigidity.tex	422	lemma	Standard Schatten-norm convergence of Schur compressions	lem:schatten-schur-compressions	yes	no	\label{lem:schatten-schur-compressions} Let \(1\le p<\infty\), let \(T\in\mathcal S_p(H)\), and let \((P_N)_{N\ge1}\) be finite-rank orthogonal projections with \(P_N\to I\) strongly. Then \[ P_NTP_N\longr
sec_fredholm_spectral_rigidity.tex	450	lemma	Spectral rigidity for regularized determinants	lem:regularized-determinant-spectral-rigidity	yes	no	\label{lem:regularized-determinant-spectral-rigidity} Let \(1\le r<\infty\), and let \(T_1,T_2\in\mathcal S_r\). If \[ \det_r(I-zT_1)=\det_r(I-zT_2) \] as entire functions, then the non-zero spectra of \(T
sec_fredholm_spectral_rigidity.tex	474	lemma	Trace-class triangular equality and entry pinching	lem:trace-triangular-equality-pinching	yes	no	\label{lem:trace-triangular-equality-pinching} Let \(T\in\sone(H)\), and choose a Ringrose basis from \Cref{lem:ringrose-prescribed-diagonal}. Write \(A=[a_{ij}]\) and let \(d_k=a_{kk}\). Suppose that \[ \
sec_fredholm_spectral_rigidity.tex	546	lemma	Zero-sector Schur elimination in an equality fiber	lem:zero-sector-schur-elimination-equality-fiber	yes	no	\label{lem:zero-sector-schur-elimination-equality-fiber} Let \(T\in\sone(H)\), and suppose that \[ \|T\|_1= \sum_{\lambda\in\sigma(T)\setminus\{0\}} \abs{\lambda}\,m_a(\lambda), \] where \(m_a(\l
sec_fredholm_spectral_rigidity.tex	613	lemma	Schatten triangular equality and entry pinching	lem:schatten-triangular-equality-pinching	yes	no	\label{lem:schatten-triangular-equality-pinching} Let \(1<p<\infty\), let \(T\in\mathcal S_p(H)\), and choose a Ringrose basis from \Cref{lem:ringrose-prescribed-diagonal}. Write \(A=[a_{ij}]\) and \(d_k=a_{kk}\
sec_fredholm_spectral_rigidity.tex	726	theorem	Global trace-norm minimum and minimizer classification in a Fredholm-determinant fiber	thm:determinant-fiber-trace-minimality	yes	no	\label{thm:determinant-fiber-trace-minimality} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy the summability hypothesis of \Cref{thm:cyclic-fredholm-realisation}, and write \[ D_{\mathcal D}(z)
sec_fredholm_spectral_rigidity.tex	916	corollary	Schur-entry stability for trace-norm near-minimizers	cor:schur-entry-stability	yes	no	\label{cor:schur-entry-stability} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \(T\in\sone(H)\) satisfy \[ \det(I-zT)=D_{\mathcal D}(z) \] near \(0\), and put \[ \ta
sec_fredholm_spectral_rigidity.tex	991	proposition	Finite chosen-Schur-window distance bound	prop:finite-chosen-schur-window-distance-bound	yes	no	\label{prop:finite-chosen-schur-window-distance-bound} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \(T\in\sone(H)\) satisfy \[ \det(I-zT)=D_{\mathcal D}(z) \] near \(0\).
sec_fredholm_spectral_rigidity.tex	1069	theorem	Chosen-Schur-basis tail-controlled trace-norm estimate	thm:tail-controlled-trace-distance	yes	yes	\label{thm:tail-controlled-trace-distance} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \(T\in\sone(H)\) satisfy \[ \det(I-zT)=D_{\mathcal D}(z) \] near \(0\), and let \
sec_fredholm_spectral_rigidity.tex	1190	corollary	Chosen-tail stability criterion	cor:chosen-tail-stability-criterion	yes	yes	\label{cor:chosen-tail-stability-criterion} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \((T_\nu)_\nu\subset\sone(H_\nu)\) be a family in the same determinant fiber, \[ \de
sec_fredholm_spectral_rigidity.tex	1241	theorem	Uniform chosen-Schur-tail stability modulus	thm:uniform-chosen-schur-tail-modulus	yes	yes	\label{thm:uniform-chosen-schur-tail-modulus} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \(\mathfrak C\) be a class of trace-class determinant-fiber elements \(T\) for which one
sec_fredholm_spectral_rigidity.tex	1325	theorem	Finite-dimensional trace stability near the minimizer class	thm:finite-dimensional-trace-stability	yes	no	\label{thm:finite-dimensional-trace-stability} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy the trace-class summability hypothesis, and let \(M_{\mathcal D}\) and \(\Sigma_{\mathcal D}\) be the coll
sec_fredholm_spectral_rigidity.tex	1460	definition	Finite Weyl--Horn body of the determinant fiber	def:finite-weyl-horn-body	no	no	\label{def:finite-weyl-horn-body} Assume that \(\Sigma_{\mathcal D}\) is finite. The body \(\operatorname{HWH}(\Lambda_{\mathcal D,N})\) is the fixed-dimensional set defined in the notation block above. No tra
sec_fredholm_spectral_rigidity.tex	1478	lemma	Zero-inclusive finite Horn theorem	lem:zero-inclusive-finite-horn-theorem	yes	no	\label{lem:zero-inclusive-finite-horn-theorem} Let \(\mu=(\mu_1,\ldots,\mu_N)\in\CC^N\), let \(b_1\ge\cdots\ge b_N\ge0\) be the decreasing rearrangement of \((\abs{\mu_i})_{i=1}^N\), and let \(s_1\ge\cdots\ge
sec_fredholm_spectral_rigidity.tex	1548	lemma	Zero-inclusive log-majorization implies Fan dominance	lem:zero-inclusive-log-majorization-fan-dominance	yes	no	\label{lem:zero-inclusive-log-majorization-fan-dominance} Let \(x_1\ge\cdots\ge x_N\ge0\) and \(y_1\ge\cdots\ge y_N\ge0\). Suppose that \[ \prod_{i=1}^k x_i\le \prod_{i=1}^k y_i \qquad (1\le k\le N),
sec_fredholm_spectral_rigidity.tex	1596	theorem	Finite-dimensional Weyl--Horn consequence of a determinant fiber	thm:finite-dimensional-weyl-horn-cyclic-determinant-fiber	yes	no	\label{thm:finite-dimensional-weyl-horn-cyclic-determinant-fiber} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy the trace-class summability hypothesis, and assume that \(\Sigma_{\mathcal D}\) is finite
sec_fredholm_spectral_rigidity.tex	1681	proposition	Finite Horn package subordinate to trace-class rigidity	prop:finite-horn-subordinate-trace-chain	yes	no	\label{prop:finite-horn-subordinate-trace-chain} Let \(\mathcal D\) and \(N\) satisfy the hypotheses of \Cref{thm:finite-dimensional-weyl-horn-cyclic-determinant-fiber}. Then the finite-dimensional Horn body an
sec_fredholm_spectral_rigidity.tex	1742	corollary	Universal finite-dimensional symmetric-gauge minimization	cor:universal-finite-dimensional-symmetric-gauge-minimization	yes	no	\label{cor:universal-finite-dimensional-symmetric-gauge-minimization} Under the hypotheses of \Cref{thm:finite-dimensional-weyl-horn-cyclic-determinant-fiber}, let \(\Phi\) be a symmetric gauge norm on \(\RR^N\)
sec_fredholm_spectral_rigidity.tex	1800	corollary	Finite-dimensional gauge minimizer taxonomy	cor:finite-dimensional-gauge-minimizer-taxonomy	yes	no	\label{cor:finite-dimensional-gauge-minimizer-taxonomy} In the setting of \Cref{cor:universal-finite-dimensional-symmetric-gauge-minimization}, the following equality statements are exactly the ones used in this
sec_fredholm_spectral_rigidity.tex	1846	corollary	Exact fixed-dimensional Schatten budget range	cor:exact-fixed-dimensional-schatten-budget-range	yes	no	\label{cor:exact-fixed-dimensional-schatten-budget-range} Under the hypotheses of \Cref{thm:finite-dimensional-weyl-horn-cyclic-determinant-fiber}, fix \(1\le p<\infty\). The set of all attainable \(p\)-Schatte
sec_fredholm_spectral_rigidity.tex	1915	proposition	Two-by-two square-root sharpness	prop:two-by-two-square-root-sharpness	yes	no	\label{prop:two-by-two-square-root-sharpness} Fix \(\lambda\in\CC\setminus\{0\}\). For \(c\in\CC\), set \[ A_c=\begin{pmatrix}\lambda&c\\0&\lambda\end{pmatrix}. \] Then each \(A_c\) lies in the determinant
sec_fredholm_spectral_rigidity.tex	1980	lemma	Collapsed multiplicities under a Schatten budget	lem:schatten-collapsed-multiplicities	yes	no	\label{lem:schatten-collapsed-multiplicities} Let \(1<p<\infty\), and let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy \[ n_j,m_j\in\NN,\qquad \beta_j\in\CC\setminus\{0\},\qquad \sum_{j\in J
sec_fredholm_spectral_rigidity.tex	2040	theorem	Prescribed cyclic-product \(\mathcal S_p\)-budget rigidity	thm:schatten-determinant-fiber-minimality	yes	no	\label{thm:schatten-determinant-fiber-minimality} Let \(1<p<\infty\), put \(r=\lceil p\rceil\), and let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy \[ \tau_{\mathcal D,p} :=\sum_{j\in J}m_jn_j\
sec_fredholm_spectral_rigidity.tex	2189	proposition	Exact scope of the prescribed Schatten theorem chain	prop:prescribed-schatten-chain-scope	yes	no	\label{prop:prescribed-schatten-chain-scope} Let \(1<p<\infty\), put \(r=\lceil p\rceil\), and let \(\mathcal D\) satisfy the hypotheses of \Cref{thm:schatten-determinant-fiber-minimality}. Define the prescribe
sec_fredholm_spectral_rigidity.tex	2255	corollary	Prescribed-budget boundary for Schatten minimizer rigidity	cor:schatten-prescribed-budget-boundary	yes	no	\label{cor:schatten-prescribed-budget-boundary} \Cref{thm:schatten-determinant-fiber-minimality} is a sharp lower-bound and equality-rigidity theorem only in the prescribed cyclic-product \(\mathcal S_p\)-budget
sec_fredholm_spectral_rigidity.tex	2303	proposition	Natural \texorpdfstring{\(\det_r\)}{det-r} domain boundary for Schatten budgets	prop:schatten-natural-domain-budget-boundary	yes	no	\label{prop:schatten-natural-domain-budget-boundary} Let \(1<p<\infty\), put \(r=\lceil p\rceil\), and let \(\mathcal E=\{(n_j,\beta_j,m_j)\}_{j\in J}\) be cyclic data such that \[ \sum_{j\in J}m_jn_j\abs{\b
sec_fredholm_spectral_rigidity.tex	2367	theorem	Finite-dimensional prescribed-budget Schatten stability with inverse pinching modulus	thm:finite-dimensional-schatten-stability	yes	no	\label{thm:finite-dimensional-schatten-stability} Let \(1<p<\infty\), put \(r=\lceil p\rceil\), and let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy \[ \tau_{\mathcal D,p} :=\sum_{j\in J}m_jn_j\
sec_fredholm_spectral_rigidity.tex	2528	theorem	Jordan profiles away from zero	thm:nonnormal-jordan-classification	yes	no	\label{thm:nonnormal-jordan-classification} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) satisfy the summability hypothesis of \Cref{thm:cyclic-fredholm-realisation}, and let \(L_{\mathcal D}\) be the assoc
sec_fredholm_spectral_rigidity.tex	2723	proposition	Zero-part freedom in determinant fibers	prop:zero-part-freedom-interface	yes	no	\label{prop:zero-part-freedom-interface} Let \(T\in\sone(H)\), and let \(Q\in\sone(K)\) be quasinilpotent. Then \[ \det(I-z(T\oplus Q))=\det(I-zT) \] as entire functions, and the non-zero Riesz root-space
sec_fredholm_spectral_rigidity.tex	2783	remark	Algebraic partitions are not unitary classes	rem:algebraic-partitions-not-unitary-classes	no	no	\label{rem:algebraic-partitions-not-unitary-classes} Jordan partitions classify finite-dimensional nilpotent root-space restrictions only up to algebraic similarity. They do not classify them up to unitary equiv
sec_fredholm_spectral_rigidity.tex	2800	definition	Stable unitary and algebraic root-space quotients	def:root-space-equivalence-relations	no	no	\label{def:root-space-equivalence-relations} Let \(\mathcal D\) satisfy the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}. For a determinant-fiber element \(T\), put \[ \mathcal R_\lambda(T)
sec_fredholm_spectral_rigidity.tex	2839	lemma	Riesz decomposition with quasinilpotent complement	lem:compact-riesz-root-space-quasinilpotent-complement	yes	no	\label{lem:compact-riesz-root-space-quasinilpotent-complement} Let \(T\in\sone(H)\), and let \(F\subset\sigma(T)\setminus\{0\}\) be a finite set containing all non-zero spectral points of \(T\). For \(\lambda\in
sec_fredholm_spectral_rigidity.tex	2901	theorem	Quasinilpotent stabilization preserves non-zero root-space invariants	thm:quasinilpotent-stabilization-nonzero-invariants	yes	no	\label{thm:quasinilpotent-stabilization-nonzero-invariants} Let \(T\in\sone(H)\), \(T'\in\sone(H')\), and let \(Q\in\sone(K)\), \(Q'\in\sone(K')\) be quasinilpotent. Suppose that there is a unitary \[ U:H\
sec_fredholm_spectral_rigidity.tex	2978	theorem	Stable unitary finite non-zero skeleton under quasinilpotent stabilization	thm:stable-nonzero-skeleton-classification	yes	no	\label{thm:stable-nonzero-skeleton-classification} Let \(T\in\sone(H)\), \(T'\in\sone(H')\), and suppose that \[ \det(I-zT)=\det(I-zT') \] as germs at \(0\). For \(\lambda\neq0\), write \[ \mathcal R
sec_fredholm_spectral_rigidity.tex	3046	definition	Finite-support non-zero-skeleton quotient	def:finite-support-skeleton-quotient	no	no	\label{def:finite-support-skeleton-quotient} Assume that \(\mathcal D\) satisfies the hypotheses of \Cref{thm:determinant-fiber-trace-minimality} and that \(\Sigma_{\mathcal D}\) is finite. Write \[ \mathc
sec_fredholm_spectral_rigidity.tex	3092	theorem	Finite-support finite non-zero-skeleton quotient after ignoring trace-class quasinilpotents	thm:finite-support-quasinilpotent-quotient	yes	no	\label{thm:finite-support-quasinilpotent-quotient} Let \(\mathcal D\) satisfy the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, and assume that \(\Sigma_{\mathcal D}\) is finite. Let \(T\in\sone(H
sec_fredholm_spectral_rigidity.tex	3202	proposition	Finite zero-sector invisibility obstruction	prop:zero-sector-invisibility-obstruction	yes	no	\label{prop:zero-sector-invisibility-obstruction} Assume the finite-support hypotheses of \Cref{thm:finite-support-quasinilpotent-quotient}. Let \[ S_{\mathcal D}:=\bigoplus_{\lambda\in\Sigma_{\mathcal D}}
sec_fredholm_spectral_rigidity.tex	3255	lemma	Classical closure order inside the finite non-zero skeleton	lem:finite-support-quotient-closure-order	yes	no	\label{lem:finite-support-quotient-closure-order} Assume the finite-support hypotheses of \Cref{thm:finite-support-quasinilpotent-quotient}. For \(\lambda\in\Sigma_{\mathcal D}\), let \(\pi_\lambda\) and \(\rh
sec_fredholm_spectral_rigidity.tex	3327	theorem	Degeneration of finite non-zero-skeleton quotient classes at the sharp budget	thm:nonnormal-quotient-degeneration	yes	no	\label{thm:nonnormal-quotient-degeneration} Assume the finite-support hypotheses of \Cref{thm:finite-support-quasinilpotent-quotient}. For each \(\lambda\in\Sigma_{\mathcal D}\), fix a nilpotent matrix \(N_\la
sec_fredholm_spectral_rigidity.tex	3442	corollary	Nonnormal determinant fibers are trace-norm unbounded	cor:nonnormal-fiber-unbounded	yes	no	\label{cor:nonnormal-fiber-unbounded} Under the hypotheses of \Cref{thm:determinant-fiber-trace-minimality}, let \[ \tau_{\mathcal D} :=\sum_{j\in J}m_j n_j\abs{\beta_j}^{1/n_j}. \] Then for every \(
sec_fredholm_spectral_rigidity.tex	3539	theorem	Determinant rigidity by collapsed spectral data	thm:cyclic-data-classification	yes	no	\label{thm:cyclic-data-classification} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) and \(\mathcal D'=\{(n_k',\beta_k',m_k')\}_{k\in K}\) satisfy the summability hypothesis of \Cref{thm:cyclic-fredholm-real
sec_fredholm_spectral_rigidity.tex	3651	theorem	Main trace-class rigidity	thm:main-trace-class-rigidity	yes	no	\label{thm:main-trace-class-rigidity} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) be cyclic data with \(n_j,m_j\in\NN\) and \(\beta_j\in\CC^\times\). Interpret \[ \det(I-zT)=\prod_{j\in J}(1-\beta_jz^
sec_fredholm_spectral_rigidity.tex	3738	theorem	Consequences of trace-class determinant rigidity	thm:trace-class-rigidity-consequences	yes	no	\label{thm:trace-class-rigidity-consequences} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) be cyclic data satisfying the summability threshold of \Cref{thm:main-trace-class-rigidity}, and put \(D_{\mathcal
sec_fredholm_spectral_rigidity.tex	3818	corollary	Determinant-intrinsic trace budget and minimizer class	cor:determinant-intrinsic-trace-budget	yes	no	\label{cor:determinant-intrinsic-trace-budget} Let \(\mathcal D\) and \(\mathcal D'\) be summable cyclic data as in \Cref{thm:cyclic-data-classification}. If \[ \det(I-zL_{\mathcal D})=\det(I-zL_{\mathcal D'
sec_fredholm_threshold_classification.tex	4	proposition	Fredholm and regularized zero-divisor correspondence	prop:fredholm-regularized-zero-divisor-correspondence	yes	no	\label{prop:fredholm-regularized-zero-divisor-correspondence} Let \(r\in\NN\). If \(T\in\mathcal S_r(H)\), then \(z\mapsto\det_r(I-zT)\) is an entire function with value \(1\) at \(z=0\), and its zero divisor is
sec_fredholm_threshold_classification.tex	71	lemma	Classical Fredholm determinant rigidity	lem:fredholm-spectral-rigidity	yes	no	\label{lem:fredholm-spectral-rigidity} Let \(T_1,T_2\in \sone\). If \[ \det(I-zT_1)=\det(I-zT_2) \] in a neighbourhood of \(z=0\), then the non-zero spectra of \(T_1\) and \(T_2\) coincide with algebraic
sec_fredholm_threshold_classification.tex	102	lemma	Product-side divisor multiplicity	lem:product-side-cyclic-divisor-multiplicity	yes	no	\label{lem:product-side-cyclic-divisor-multiplicity} Let \[ \mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J} \] be countable cyclic data and define \[ P_F(z):=\prod_{j\in F}(1-\beta_jz^{n_j})^{m_j}, \qq
sec_fredholm_threshold_classification.tex	163	theorem	Exact trace-class threshold and forced root budget	thm:normal-realizability-threshold	yes	no	\label{thm:normal-realizability-threshold} Let \(\mathcal D=\{(n_j,\beta_j,m_j)\}_{j\in J}\) be a countable family with \[ n_j,m_j\in\NN,\qquad \beta_j\in\CC\setminus\{0\}. \] For a trace-class opera
